Code,Name,Officialname,Registration_number,Keph level,Facility type,Facility_type_category,Owner,Owner type,Regulatory body,Beds,Cots,Beds and Cots,County,Constituency,Sub county,Ward,Operation status,Open_whole_day,Open_public_holidays,Open_weekends,Open_late_night,Approved,Public visible,Closed,Is_registered,Has_code
25720.0,Itete Dispensary,Itete Dispensary,01245,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,8,3,11,kakamega,Matungu,Matungu,Koyonzo,Operational,False,False,False,False,True,True,False,True,True
,Mukavakava,Mukavakava,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,1,1,kakamega,Malava,Malava,Butali/Chegulo,Operational,False,False,False,False,True,True,False,False,False
,Nchurra Dispensary,Nchurra Dispensary,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,narok,Narok South,Narok South,Melelo,Operational,False,False,False,False,True,True,False,False,False
25716.0,Kitaor  Dispensary,Kitaor  Dispensary,26121,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,nandi,Aldai,Aldai,Kemeloi-maraba,Operational,False,False,False,False,True,True,False,True,True
25697.0,Emaira Dispensary,Emaira Dispensary,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,,0,0,0,kakamega,Butere,Butere,Marama West,Operational,False,False,False,False,True,True,False,False,True
25693.0,Ntharawe Dispensary,Ntharawe Dispensary,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,embu,Mbeere South,Mbeere South,Kiambere,Operational,False,False,False,False,True,True,False,False,True
25694.0,Shichinji Dispensary,Shichinji Dispensary,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,,4,1,5,kakamega,Ikolomani,Ikolomani,Idakho North,Operational,False,False,False,False,True,True,False,False,True
25692.0,Munasio Dispensary,Munasio Dispensary,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,kakamega,Shinyalu,Shinyalu,Isukha West,Operational,False,False,False,False,True,True,False,False,True
25673.0,Kibotany Dispensary,Kibotany Dispensary,3655,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,baringo,Mogotio,Mogotio,Kisanana,Operational,False,False,False,False,True,True,False,True,True
25679.0,Muye Wa Kaye,Muye Wa Kaye,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,kilifi,Magarini,Magarini,Adu,Operational,False,False,False,False,True,True,False,False,True
25626.0,Mbudzi Community Health Centre,Mbudzi Community Health Centre,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,kilifi,Ganze,Ganze,Jaribuni,Operational,False,False,False,False,True,True,False,False,True
,Kichawa Health Center,Kichawa Health Center,0000,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,homa bay,Karachuonyo,Karachuonyo,Kanyaluo,Operational,False,False,False,False,True,True,False,True,False
,Ntalabany Dispensary,Ntalabany Dispensary,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,laikipia,Laikipia North,Laikipia North,Mugogodo East,Operational,False,False,False,False,True,True,False,False,False
25635.0,Gatuune Dispensary,Gatuune Dispensary,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,meru,Central Imenti,Imenti Central,Mwangathia,Operational,False,False,False,False,True,True,False,False,True
25597.0,Bombangi Dispensary,Bombangi Dispensary,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,,12,0,12,nyamira,West Mugirango,Nyamira,Township,Operational,False,False,False,False,True,True,False,False,True
25612.0,MIKINDUNI DISPENSARY,MIKINDUNI DISPENSARY,159639,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Nursing Council of Kenya (Private Practice),2,0,2,tana river,Galole,Galole,Mikinduni,Operational,False,False,False,False,True,True,False,True,True
25596.0,Nyamanga Dispensary(Ndhiwa),Nyamanga Dispensary(Ndhiwa),,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,2,0,2,homa bay,Ndhiwa,Ndhiwa,Kanyamwa Kosewe,Operational,False,False,False,False,True,True,False,False,True
,Kimoriot Dispensary,Kimoriot Dispensary,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Pharmacy & Poisons Board,3,2,5,baringo,Baringo South,Marigat,Mochongoi,Operational,False,False,False,False,True,True,False,False,False
25580.0,Tuwo Dipensary,Tuwo Dipensary,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Pharmacy & Poisons Board,0,0,0,baringo,Tiaty,Tiaty East,Loiyamorok,Operational,False,False,False,False,True,True,False,False,True
25564.0,Munoru Dispensary,Munoru Dispensary,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,nyandarua,Kipipiri,Kipipiri,Githioro,Operational,False,False,False,False,True,True,False,False,True
25541.0,Deo Gratios dispensary,Deo Gratios dispensary,0,Level 2,Dispensary,DISPENSARY,Private Practice - Nurse / Midwifery,Private Practice,Nursing Council of Kenya (Private Practice),0,0,0,embu,Runyenjes,Runyenjes,Kagaari North,Operational,False,False,False,False,True,True,False,True,True
25535.0,Dawder Dispensary,Dawder Dispensary,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,15,0,15,mandera,Mandera South,Mandera South,Elwak South,Operational,True,True,True,True,True,True,False,False,True
25587.0,Boi dispensary,Boi dispensary,,Level 3,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,nandi,Aldai,Aldai,Kobujoi,Operational,False,False,False,False,True,True,False,False,True
,Gitimaini dispensary,Gitimaini dispensary,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,,0,0,0,nyeri,Mathira,Mathira East,Magutu,Operational,False,False,False,False,True,True,False,False,False
25544.0,Sukelaquli Dispensary,Sukelaquli Dispensary,185353,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Nursing Council of Kenya (Private Practice),2,0,2,mandera,Mandera West,Mandera West,Takaba South,Operational,False,False,False,False,True,True,False,True,True
25508.0,Nyapeta Dispensary,Nyapeta Dispensary,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,,3,0,3,kakamega,Mumias West,Mumias West,Etenje,Operational,False,False,False,False,True,True,False,False,True
25507.0,Musanda Dispensary,Musanda Dispensary,5737,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Clinical Officers Council,3,0,3,kakamega,Mumias West,Mumias West,Musanda,Operational,False,False,False,False,True,True,False,True,True
25509.0,Kisiru  Dispensary,Kisiru Dispensary,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,1,0,1,vihiga,Vihiga,Vihiga,Lugaga-wamuluma,Operational,False,False,False,False,True,True,False,False,True
25498.0,Ichinga Dispensary,Ichinga Dispensary,118184,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,3,0,3,kakamega,Mumias West,Mumias West,Mumias North,Operational,False,False,False,False,True,True,False,True,True
25519.0,Apilo Dispensary,Apilo Dispensary,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Other,2,0,2,migori,Nyatike,Nyatike,Got Kachola,Operational,False,False,False,False,True,True,False,False,True
25506.0,Emung'abo Dispensary,Emung'abo Dispensary,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,1,1,2,kakamega,Khwisero,Khwisero,Kisa Central,Operational,False,False,False,False,True,True,False,False,True
25523.0,Kiwegu Dispensary,Kiwegu Dispensary,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,kwale,Lunga Lunga,Lunga Lunga,Vanga,Operational,False,False,False,False,True,True,False,False,True
25532.0,Chilumani Dispensary,Chilumani Dispensary,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,,0,0,0,kwale,Kinango,Kinango,Mwavumbo,Operational,False,False,False,False,True,True,False,False,True
25500.0,Siritanyi Dispensary,Siritanyi Dispensary,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,bungoma,Kanduyi,Kanduyi,Musikoma,Operational,False,False,False,False,True,True,False,False,True
25491.0,Eliang'oma Dispensary,Eliang'oma Dispensary,0,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,1,1,2,vihiga,Luanda,Luanda,Emabungo,Operational,False,False,False,False,True,True,False,True,True
25554.0,Saleti,Saleti Dispensary,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,isiolo,Isiolo North,Merti,Cherab,Operational,True,False,False,False,True,True,False,False,True
25416.0,Nationakor Dispensary,Nationakor Dispensary,,Level 2,Dispensary,DISPENSARY,Non-Governmental Organizations,Non-Governmental Organizations,,0,0,0,turkana,Turkana West,Turkana West,Kakuma,Operational,False,False,False,False,True,True,False,False,True
25411.0,Nalemsekon Dispensary,Nalemsekon Dispensary,005/KR,Level 2,Dispensary,DISPENSARY,Non-Governmental Organizations,Non-Governmental Organizations,Ministry of Health,0,0,0,turkana,Turkana West,Turkana West,Kakuma,Operational,False,False,False,False,True,True,False,True,True
25417.0,Naregae Dispensary,Naregae Dispensary,,Level 2,Dispensary,DISPENSARY,Non-Governmental Organizations,Non-Governmental Organizations,,0,0,0,turkana,Turkana West,Turkana West,Kakuma,Operational,False,False,False,False,True,True,False,False,True
25422.0,Hong Kong Dispensary,Hong Kong Dispensary,,Level 2,Dispensary,DISPENSARY,Non-Governmental Organizations,Non-Governmental Organizations,"Kenya Medical Laboratory, Tech & Technologists Board",0,0,0,turkana,Turkana West,Turkana West,Kakuma,Operational,False,False,False,False,True,True,False,False,True
25434.0,Kiambogo Dispensary Kieni west,Kiambogo Dispensary Kieni West,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,,0,0,0,nyeri,Kieni,Kieni West,Mugunda,Operational,False,False,False,False,True,True,False,False,True
25437.0,Thwake Dam Dispensary,Thwake Dam Dispensary,,Level 2,Dispensary,DISPENSARY,Private Practice - Private Company,Private Practice,Kenya MPDB,0,0,0,kitui,Kitui Central,Kitui Rural,Kanyangi,Operational,False,False,False,False,True,True,False,False,True
25439.0,Kyaume Dispensary,Kyaume Dispensary,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,,0,0,0,machakos,Matungulu,Matungulu,Tala,Operational,False,True,True,False,True,True,False,False,True
25359.0,Chindi Dispensary,Chindi Dispensary,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,kwale,Lunga Lunga,Lunga Lunga,Mwereni,Operational,False,False,False,False,True,True,False,False,True
25285.0,Givigoi Dispensary,Givigoi Dispensary,0,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,1,0,1,vihiga,Hamisi,Hamisi,Tambua,Operational,False,False,False,False,True,True,False,True,True
25260.0,Langi Kodera DISPENSARY,Langi Kodera DISPENSARY,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,homa bay,Ndhiwa,Ndhiwa,Kanyamwa Kologi,Operational,False,False,False,False,True,True,False,False,True
,Garasweyno Dispensary,Garasweyno Dispensary,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,,0,0,0,garissa,Fafi,Fafi,Bura,Operational,True,True,True,True,True,True,False,False,False
,Warable Dispensary,Warable Dispensary,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,garissa,Fafi,Fafi,Nanighi,Operational,True,True,True,True,True,True,False,False,False
25415.0,kosoiywa dispensary,kosoiywo dispensary,7018,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,nandi,Nandi Hills,Nandi Hills,Nandi Hills,Operational,False,False,False,False,True,True,False,True,True
25255.0,Mbaranga Dispensary,Mbaranga Dispensary,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,meru,Tigania East,Tigania East,Karama,Operational,False,False,False,False,True,True,False,False,True
25257.0,Deri dispensary,Deri dispensary,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,kwale,Matuga,Matuga,Mkongani,Operational,False,False,False,False,True,True,False,False,True
25340.0,Esirulo Dispensary,Esirulo Dispensary,0,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,vihiga,Emuhaya,Emuhaya,Central Bunyore,Operational,False,False,False,False,True,True,False,True,True
25252.0,Mukonjo Dispensary,Mukonjo Dispensary,1467,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Pharmacy & Poisons Board,0,0,0,busia,Funyula,Samia,Namboboto-nambuku,Operational,False,False,False,False,True,True,False,True,True
25369.0,Kavunyalalo Paziani Dispensary,Kavunyalalo Paziani Dispensary,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,kilifi,Malindi,Malindi,Kakuyuni,Operational,False,False,False,False,True,True,False,False,True
25341.0,Ebukhaya Dispensary,Ebukhaya Dispensary,0,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,vihiga,Emuhaya,Emuhaya,Central Bunyore,Operational,False,False,False,False,True,True,False,True,True
25286.0,Essaba Dispensary,Essaba Dispensary,0,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,vihiga,Emuhaya,Emuhaya,Central Bunyore,Operational,False,False,False,False,True,True,False,True,True
25287.0,Gamei Dispensary,Gamei Dispensary,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,2,0,2,vihiga,Hamisi,Hamisi,Gisambai,Operational,False,False,False,False,True,True,False,False,True
25250.0,Enkoireroi  Dispensary,Enkoireroi  Dispensary,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,1,0,1,kajiado,Kajiado West,Kajiado West,Ewuaso Oo Nkidong'i,Operational,False,False,False,False,True,True,False,False,True
25238.0,Migodomani Dispensary,Migodomani Dispensary,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,kilifi,Ganze,Ganze,Ganze,Operational,False,False,False,False,True,True,False,False,True
25228.0,Abuoro Dispensary,Abuoro Dispensary,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,homa bay,Ndhiwa,Ndhiwa,Kanyamwa Kologi,Operational,False,False,False,False,True,True,False,False,True
25231.0,Ele Dimtu Dispensary,Ele Dimtu Dispensary,17348,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,1,0,1,marsabit,Moyale,Moyale,Uran,Operational,False,False,False,False,True,True,False,True,True
25233.0,Masan Dispensary,Masan Dispensary,25461,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,nandi,Chesumei,Chesumei,Kosirai,Operational,False,False,False,False,True,True,False,True,True
25212.0,Embu Children Clinic Tenri -makima,Embu Children  Tenri(Makima),,Level 2,Dispensary,DISPENSARY,Private Practice - General Practitioner,Private Practice,,0,0,0,embu,Mbeere South,Mbeere South,Makima,Operational,False,True,True,False,True,True,False,False,True
25201.0,KIBOTANY MEDICAL CENTRE,KIBOTANY MEDICAL CENTRE,014751,Level 2,Dispensary,DISPENSARY,Private Practice - Clinical Officer,Private Practice,Kenya MPDB,0,0,0,narok,Narok South,Narok South,Ololulung'a,Operational,False,True,True,False,True,True,False,True,True
25199.0,ERIPOTO MEDICAL CENTER,ERIPOTO MEDICAL CENTER,016570,Level 2,Dispensary,DISPENSARY,Private Practice - Clinical Officer,Private Practice,Kenya MPDB,0,0,0,narok,Narok South,Narok South,Ololulung'a,Operational,False,True,True,False,True,True,False,True,True
25182.0,Rae Kodialo Dispensary,Rae Kodialo Dispensary,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,migori,Uriri,Uriri,North Kanyamkago,Operational,False,False,False,False,True,True,False,False,True
25168.0,Kaembeni Dispensary,Kaembeni Dispensary,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,kilifi,Ganze,Ganze,Sokoke,Operational,False,False,False,False,True,True,False,False,True
25175.0,Koringo  Dispensary,Koringo Dispensary,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Nursing Council of Kenya (Private Practice),0,0,0,migori,Uriri,Uriri,West Kanyamkago,Operational,False,False,False,False,True,True,False,False,True
25136.0,Getong'anya Dispensary,Getong'anya Dispensary,10123,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,2,1,3,migori,Kuria West,Kuria West,Masaba,Operational,False,False,False,False,True,True,False,True,True
25113.0,P.C.E.A.  Kinamba Dispensary,P.C.E.A. Naivasha East Parish Kinamba Dispensary,,Level 2,Dispensary,DISPENSARY,Other Faith Based,Faith Based Organization,Kenya MPDB,0,0,0,nakuru,Gilgil,Gilgil,Malewa West,Operational,False,True,True,False,True,True,False,False,True
25099.0,Munyu Dispensary,Munyu Dispensary,0000,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,nakuru,Naivasha,Naivasha,Naivasha East,Operational,False,False,False,False,True,True,False,True,True
25083.0,Talon Dispensary,Talon Dispensary,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,,0,0,0,west pokot,Sigor,Pokot Central,Sekerr,Operational,False,False,False,False,True,True,False,False,True
25087.0,Mutuobare Dispensary,Mutuobare Dispensary,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,embu,Mbeere South,Mbeere South,Kiambere,Operational,False,False,False,False,True,True,False,False,True
25068.0,Manda Dispensary (Lamu),Manda Dispensary (Lamu),,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,1,0,1,lamu,Lamu West,Lamu West,Shella,Operational,False,False,False,False,True,True,False,False,True
25060.0,Tegat Dispensary (Kuresoi South),Tegat Dispensary (Kuresoi South),,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,nakuru,Kuresoi South,Kuresoi South,Keringet,Operational,False,False,False,False,True,True,False,False,True
25061.0,Kapkores Dispensary,Kapkores Dispensary,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,nakuru,Kuresoi South,Kuresoi South,Keringet,Operational,False,False,False,False,True,True,False,False,True
25062.0,Chigamba Dispensary,Chigamba Dispensary,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,nakuru,Kuresoi South,Kuresoi South,Kiptagich,Operational,False,False,False,False,True,True,False,False,True
25063.0,Kiborowo Dispensary,Kiborowo Dispensary,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,nakuru,Kuresoi South,Kuresoi South,Kiptagich,Operational,False,False,False,False,True,True,False,False,True
25064.0,Kaplamboi Dispensary,Kaplamboi Dispensary,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,nakuru,Kuresoi South,Kuresoi South,Amalo,Operational,False,False,False,False,True,True,False,False,True
25065.0,Tinet Kapkoi Dispensary,Tinet Kapkoi Dispensary,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,nakuru,Kuresoi South,Kuresoi South,Tinet,Operational,False,False,False,False,True,True,False,False,True
25066.0,Sinendet Dispensary,Sinendet Dispensary,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,nakuru,Kuresoi South,Kuresoi South,Amalo,Operational,False,False,False,False,True,True,False,False,True
25053.0,Miguneni Dispensary,Miguneni Dispensary,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,,0,0,0,kwale,Kinango,Kinango,Kasemeni,Operational,False,False,False,False,True,True,False,False,True
25052.0,ACC&S Chomo Community Dispensary,ACC&S Chomo Community Dispensary,016686,Level 2,Dispensary,DISPENSARY,Other Faith Based,Faith Based Organization,Kenya MPDB,0,0,0,muranga,Gatanga,Gatanga,Gatanga,Operational,False,False,False,False,True,True,False,True,True
25051.0,NOOLOROI DISPENSARY,Nooloroi Dispensary,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,isiolo,Isiolo North,Isiolo,Oldo/Nyiro,Operational,False,False,False,False,True,True,False,False,True
25050.0,Ingobor Dispensary,Ingobor Dispensary,12314,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Kenya MPDB,1,1,2,nakuru,Nakuru Town West,Nakuru West,Kapkures,Operational,False,False,False,False,True,True,False,True,True
25058.0,Serima Dispensary,Serima Dispensary,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,4,3,7,marsabit,Laisamis,Laisamis,Loiyangalani,Operational,True,False,False,False,True,True,False,False,True
25227.0,Mangoita Dispensary,Mangoita Dispensary,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,2,0,2,bomet,Bomet East,Bomet East,Chemaner,Operational,False,False,False,False,True,True,False,False,True
25037.0,Arus dispensary,Arus dispensary,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,nakuru,Rongai,Rongai,Solai,Operational,False,False,False,False,True,True,False,False,True
25032.0,Otiot Dispensary,Otiot Dispensary,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,west pokot,Sigor,Pokot Central,Lomut,Operational,False,False,False,False,True,True,False,False,True
25031.0,Takar Dispensary,Takar Dispensary,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,west pokot,Sigor,Pokot Central,Wei Wei,Operational,False,False,False,False,True,True,False,False,True
25138.0,Menet Dispensary(Kipkelion),Menet Dispensary,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,1,0,1,kericho,Kipkelion West,Kipkelion West,Kunyak,Operational,False,False,False,False,True,True,False,False,True
25029.0,Surumben Dispensary,Surumben Dispensary,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,west pokot,Sigor,Pokot Central,Masool,Operational,False,False,False,False,True,True,False,False,True
25027.0,Getembe Dispensary,Getembe Dispensary,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,kisii,Kitutu Chache South,Kitutu Chache South,Kitutu Central,Operational,False,False,False,False,True,True,False,False,True
25025.0,Ptokou Dispensary,Ptokou Dispensary,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,west pokot,Sigor,Pokot Central,Wei Wei,Operational,False,False,False,False,True,True,False,False,True
24997.0,CHIGOMBERO,Chigombero Dispensary,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,kwale,Lunga Lunga,Lunga Lunga,Pongwe/Kikokeni,Operational,False,False,False,False,True,True,False,False,True
24994.0,muungano dispensary,Muungano Dispensary,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,kwale,Matuga,Matuga,Tiwi,Operational,False,False,False,False,True,True,False,False,True
24996.0,Koromey Dispensary,Koromey Dispensary,015913,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Pharmacy & Poisons Board,5,0,5,mandera,Mandera East,Mandera East,Township,Operational,True,True,True,True,True,True,False,True,True
24987.0,MULUNDU DISPENSARY,MULUNDU DISPENSARY,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,2,0,2,vihiga,Hamisi,Hamisi,Muhudu,Operational,False,False,False,False,True,True,False,False,True
24986.0,CHEPTULU DISPENSARY,CHEPTULU DISPENSARY,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,2,0,2,vihiga,Hamisi,Hamisi,Shiru,Operational,False,False,False,False,True,True,False,False,True
24978.0,Lamaiywet Dispensary,Lamaiywet Dispensary,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,uasin gishu,Kapseret,Kapseret,Ngeria,Operational,False,False,False,False,True,True,False,False,True
24977.0,Ngara Falls Dispensary,Ngara Falls Dispensary,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,4,0,4,uasin gishu,Kapseret,Kapseret,Ngeria,Operational,False,False,False,False,True,True,False,False,True
24973.0,Luthehe Dispensary,Luthehe Dispensary,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,2,0,2,siaya,Ugenya,Ugenya,East Ugenya,Operational,False,False,False,False,True,True,False,False,True
24963.0,Erusiai Dispensary,Erusiai Dispensary,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,narok,Narok North,Narok North,Melili,Operational,False,False,False,False,True,True,False,False,True
24944.0,Gitiri Dispensary,Gitiri Dispensary,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,muranga,Kiharu,Kiharu,Mugoiri,Operational,False,False,True,False,True,True,False,False,True
24937.0,ACC&S Kigumo Dispensary,ACC&S Kigumo Dispensary,004894,Level 2,Dispensary,DISPENSARY,Other Faith Based,Faith Based Organization,Kenya MPDB,0,0,0,muranga,Kigumo,Kigumo,Kigumo,Operational,False,False,True,False,True,True,False,True,True
24935.0,Ikulumbutuni Dispensary,AIC Ikulumbutuni Dispensary,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,kitui,Kitui Rural,Kitui Rural,Kwavonza/Yatta,Operational,False,False,False,False,True,True,False,False,True
24941.0,BULLA PESA DISPENSARY ISIOLO,Bulla Pesa Dispensary (Isiolo),0000000000000000,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,isiolo,Isiolo North,Isiolo,Bulla Pesa,Operational,False,False,False,False,True,True,False,True,True
24942.0,LEBARSHERIK DISPENSARY ISIOLO,Lebarsherik Dispensary,38149,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,isiolo,Isiolo North,Isiolo,Oldo/Nyiro,Operational,False,False,True,False,True,True,False,True,True
24898.0,Lobur Mission Dispensary,Lobur Mission Dispensary,,Level 2,Dispensary,DISPENSARY,Kenya Episcopal Conference-Catholic Secretariat,Faith Based Organization,Ministry of Health,0,0,0,turkana,Turkana North,Kibish,Kibish,Operational,False,False,False,False,True,True,False,False,True
24897.0,Kapkeno Dispensary,Kapkeno Dispensary,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,uasin gishu,Ainabkoi,Ainabkoi,Ainabkoi/Olare,Operational,False,False,False,False,True,True,False,False,True
