Code,Name,Officialname,Registration_number,Keph level,Facility type,Facility_type_category,Owner,Owner type,Regulatory body,Beds,Cots,Beds and Cots,County,Constituency,Sub county,Ward,Operation status,Open_whole_day,Open_public_holidays,Open_weekends,Open_late_night,Approved,Public visible,Closed,Beds_data_suspect
24453.0,kipsero dispensary,kipsero dispensary,8564,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Kenya MPDB,0.0,0,0,elgeyo marakwet,Marakwet West,Marakwet West,Sengwer,Operational,False,False,False,False,True,True,False,False
24461.0,St. Andrews Medical Clinic,St. Andrews Medical Clinic,8527/10880,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,Nursing Council of Kenya (Private Practice),0.0,0,0,bungoma,Tongaren,Tongaren,Tongaren,Operational,False,True,True,True,True,True,False,False
24446.0,Meah Clinical and Laboratory Services,Meah Clinical and Laboratory Services,,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Nursing Council of Kenya (Private Practice),0.0,0,0,kiambu,Thika Town,Thika Town,Kamenu,Operational,False,False,False,False,True,True,False,False
24473.0,Maendeleo MC,Nyahururu Maendeleo Medical Clinic,,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,,0.0,0,0,laikipia,Laikipia West,Laikipia West,Igwamiti,Operational,False,False,False,False,True,True,False,False
24474.0,Pearl Medical Centre,Pearl,007174,Level 2,Radiology Clinic,STAND ALONE,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,0.0,0,0,laikipia,Laikipia West,Laikipia West,Igwamiti,Operational,False,False,False,False,True,True,False,False
24445.0,Nturiri Health Care,Nturiri Health Care,548,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,0.0,0,0,tharaka nithi,Maara,Mwimbi,Mwimbi,Operational,False,False,False,False,True,True,False,False
24444.0,mwimu med clinic,mwimu med clinic,3694,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,0.0,0,0,tharaka nithi,Maara,Mwimbi,Mwimbi,Operational,False,False,False,False,True,True,False,False
24454.0,Toror  Medical Clinic,Toror Medical Clinic,3871,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,0.0,0,0,west pokot,Kapenguria,West Pokot,Mnagei,Operational,False,False,False,False,True,True,False,False
24443.0,Alfaroox  Medical Center,Alfaroox  Medical Center,,Level 3,Medical Center,MEDICAL CENTER,Private Practice - Clinical Officer,Private Practice,,15.0,0,15,mombasa,Mvita,Mvita,Majengo,Operational,True,True,True,True,True,True,False,False
24442.0,Nyanza Royal Family Hospital,Nyanza Royal Family Hospital,015940,Level 3,Medical Center,MEDICAL CENTER,Private Practice - Clinical Officer,Private Practice,Kenya MPDB,20.0,0,20,kisumu,Nyakach,Nyakach,North Nyakach,Operational,True,True,True,True,True,True,False,False
24441.0,St. peters Optical and Dental Out patient Services,St Peters Optical and Dental Out Patient Services,015990,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Medical Specialist,Private Practice,Kenya MPDB,0.0,0,0,makueni,Makueni,Makueni,Wote,Operational,False,False,False,False,True,True,False,False
24440.0,Medirel Medical Centre,Medirel Medical Centre,015570,Level 3,Medical Center,MEDICAL CENTER,Private Practice - General Practitioner,Private Practice,Kenya MPDB,0.0,0,0,kisumu,Kisumu Central,Kisumu Central,Migosi,Operational,False,False,True,False,True,True,False,False
24439.0,Gilgil Healthcare Medical Centre,Gilgil Health Care Medical Centre,,Level 3,Medical Center,MEDICAL CENTER,Private Practice - Nurse / Midwifery,Private Practice,Nursing Council of Kenya (Private Practice),0.0,0,0,nakuru,Gilgil,Gilgil,Gilgil,Operational,False,False,True,False,True,True,False,False
24438.0,Aries Clinic LTD,Aries Clinic Limited,,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Medical Specialist,Private Practice,Clinical Officers Council,0.0,0,0,kisii,Kitutu Chache South,Kitutu Chache South,Kitutu Central,Operational,False,False,False,False,True,True,False,False
24416.0,Sten Intergrated Medical Clinic,Sten Integrated Medical Clinic,4/1/65B,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Institution Academic,Private Practice,Nursing Council of Kenya (Private Practice),3.0,0,3,meru,Igembe Central,Igembe Central,Njia,Operational,False,False,False,False,True,True,False,False
24618.0,DICE ICL  BOMET,DICE ICL BOMET,MOH,Level 2,Medical Clinic,MEDICAL CLINIC,Non-Governmental Organizations,Non-Governmental Organizations,Ministry of Health,1.0,0,1,bomet,Bomet Central,Bomet Central,Silibwet Township,Operational,True,False,True,True,True,True,False,False
24406.0,Freedom of Life Medical Clinic,Freedom of Life Medical Clinic,,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Ministry of Health,0.0,0,0,meru,Tigania West,Tigania West,Kianjai,Operational,False,True,True,False,True,True,False,False
24405.0,Hosfar Medical Centre,Hosfar Medical Centre,,Level 3,Medical Center,MEDICAL CENTER,Private Practice - Clinical Officer,Private Practice,Ministry of Health,0.0,0,0,meru,Tigania West,Tigania West,Akithii,Operational,False,True,True,False,True,True,False,False
24396.0,Maasai Community Hope Medical centre,Maasai Community Hope Medical centre,015537,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,Kenya MPDB,0.0,0,0,narok,Kilgoris,Transmara West,Shankoe,Operational,True,True,True,True,True,True,False,False
24395.0,Grandmed Hospital,Grandmed Hospital,015662,Level 4,Primary Care Hospitals,HOSPITALS,Private Practice - Clinical Officer,Private Practice,Kenya MPDB,30.0,30,60,siaya,Ugenya,Ugenya,North Ugenya,Operational,True,True,True,True,True,True,False,False
24397.0,Danlink Health Care,Danlink Health Care,015695,Level 3,Medical Center,MEDICAL CENTER,Private Practice - Clinical Officer,Private Practice,Kenya MPDB,30.0,0,30,meru,Igembe South,Igembe South,Athiru Gaiti,Operational,True,True,True,True,True,True,False,False
24430.0,Favoured  Medical Clinic,Favoured Medical Clinic,015820,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,Kenya MPDB,2.0,0,2,nakuru,Bahati,Nakuru North,Kiamaina,Operational,False,False,False,False,True,True,False,False
24544.0,Tumaini Medical Center,Tumaini Medical Center,121705,Level 3,Medical Center,MEDICAL CENTER,Private Practice - Nurse / Midwifery,Private Practice,Kenya MPDB,4.0,0,4,kiambu,Kiambu,Kiambu Town,Ting'ang'a,Operational,True,True,True,True,True,True,False,False
24399.0,PARK Clinic,Park Medical clinic,,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,,4.0,0,4,kisumu,Kisumu West,Kisumu West,West Kisumu,Operational,True,False,False,False,True,True,False,False
24417.0,Sapta Trust kawangware Dice,Sapta Trust Kawangware Dice,,Level 2,Medical Clinic,MEDICAL CLINIC,Non-Governmental Organizations,Non-Governmental Organizations,Other,0.0,1,1,nairobi,Dagoretti South,Dagoretti South,Riruta,Operational,False,False,False,False,True,True,False,False
24400.0,Amani Medical clinic,Amani Medical clinic,,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,4.0,0,4,kisumu,Kisumu West,Kisumu West,Kisumu North,Operational,False,False,False,False,True,True,False,False
24401.0,Dawamea,Dawamea Medical Clinic,4801,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,1.0,0,1,kisumu,Kisumu West,Kisumu West,Kisumu North,Operational,False,False,False,False,True,True,False,False
24419.0,Sir Osteen Medical Clinic,Sir Osteen Medical Clinic,9191,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,0.0,0,0,nakuru,Molo,Molo,Molo,Operational,True,True,True,True,True,True,False,False
24393.0,Mustaqiim Nursing Home,Mustaqiim Nursing Home,015939,Level 3,Nursing And Maternity Home,NURSING HOME,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,24.0,0,24,mandera,Mandera East,Mandera East,Township,Operational,True,True,True,True,True,True,False,False
24408.0,KAG Moyale Mission Clinic,KAG Moyale Mission Clinic,,Level 2,Medical Clinic,MEDICAL CLINIC,Other Faith Based,Faith Based Organization,Kenya MPDB,8.0,2,10,marsabit,Moyale,Moyale,Moyale Township,Operational,False,False,False,False,True,True,False,False
24420.0,Oasis Health Services,Oasis Health Services,,Level 3,Medical Center,MEDICAL CENTER,Private Practice - Clinical Officer,Private Practice,Kenya MPDB,10.0,4,14,kiambu,Kiambu,Kiambu Town,Township,Operational,True,True,True,True,True,True,False,False
24409.0,Naramat Medical & Dental clinic -Nakuru,Naramat Medical & Dental clinic (Nakuru),002437,Level 2,Dispensary,DISPENSARY,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,1.0,1,2,nakuru,Nakuru Town West,Nakuru West,Shaabab,Operational,False,True,True,True,True,True,False,False
24660.0,Unisante Medical Clinic,Unisante Medical Clinic,,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,0.0,0,0,nyeri,Kieni,Kieni East,Naromoru/Kiamathaga,Operational,False,True,True,False,True,True,False,False
24421.0,Amoyo Healthcare Medical Clinic,Amoyo Healthcare Medical Clinic,16390,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - General Practitioner,Private Practice,Clinical Officers Council,4.0,0,4,siaya,Bondo,Bondo,South Sakwa,Operational,False,True,True,False,True,True,False,False
24390.0,Proactive Dental Centre,Proactive Dental Centre,,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Institution Academic,Private Practice,,0.0,0,0,kiambu,Thika Town,Thika Town,Township,Operational,False,False,False,False,True,True,False,False
24389.0,Muraya,Muraya Medical Centre,xxx,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice- Pharmacist,Private Practice,Pharmacy & Poisons Board,0.0,0,0,nakuru,Gilgil,Gilgil,Gilgil,Operational,False,False,False,False,True,True,False,False
24426.0,Zuri Medical Clinic,Zuri Medical Clinic,,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - General Practitioner,Private Practice,Kenya MPDB,4.0,0,4,muranga,Kandara,Kandara,Muruka,Operational,False,False,False,False,True,True,False,False
24411.0,Kijanaheri Medical marafa,Kijanaheri Medical Clinic (Marafa),,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,,0.0,0,0,kilifi,Magarini,Magarini,Marafa,Operational,False,False,False,False,True,True,False,False
24424.0,Pielistar,Pielistar Health Care Services,007602,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,Nursing Council of Kenya (Private Practice),0.0,0,0,meru,Buuri,Buuri,Kisima,Operational,False,True,True,False,True,True,False,False
24423.0,Penda Medical Center- Kayole,Penda Medical Center(Kayole),015588/18,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,9.0,0,9,nairobi,Embakasi Central,Embakasi Central,Kayole North,Operational,False,True,True,True,True,True,False,False
24422.0,Tegemeo ENT Medical Centre,Tegemeo ENT Medical Centre,004275,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Medical Specialist,Private Practice,Kenya MPDB,0.0,0,0,kisii,Kitutu Chache South,Kitutu Chache South,Kitutu Central,Operational,False,True,True,False,True,True,False,False
24432.0,Busia Medical Specialist and Diagnostic Centre,Busia Medical Specialist and Diagnostic Centre,,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Medical Specialist,Private Practice,Clinical Officers Council,0.0,0,0,busia,Teso South,Teso South,Ang'orom,Operational,False,True,True,False,True,True,False,False
24431.0,Holsoms Annex Medical C entre,Holsoms Annex Medical Centre,4286,Level 3,Medical Center,MEDICAL CENTER,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,2.0,0,2,nyamira,Kitutu Masaba,Manga,Kamera,Operational,False,False,False,False,True,True,False,False
24579.0,Glory Medical Clinic Mogotio,Glory Medical Clinic (Mogotio),,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,0.0,0,0,baringo,Mogotio,Mogotio,Mogotio,Operational,False,False,False,False,True,True,False,False
24387.0,Dawamed Medical Clinic(Kondele),Dawamed Medical Clinic(Kondele),,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,0.0,0,0,kisumu,Kisumu Central,Kisumu Central,Kondele,Operational,False,False,False,False,True,True,False,False
24388.0,Home Pearl Medical Clinic,Home Pearl Medical Clinic,015272,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Kenya MPDB,6.0,0,6,siaya,Ugenya,Ugenya,North Ugenya,Operational,True,True,True,True,True,True,False,False
24386.0,Gakwegori Cottage Nursing Home,Gakwegori Cottage Nursing Home,34009,Level 3,Nursing Homes,NURSING HOME,Private Practice - Clinical Officer,Private Practice,Kenya MPDB,15.0,0,15,embu,Manyatta,Manyatta,Kirimari,Operational,True,True,True,True,True,True,False,False
24428.0,St Camillus health centre,St Camillus health centre,,Level 2,Dispensary,DISPENSARY,Kenya Episcopal Conference-Catholic Secretariat,Faith Based Organization,Clinical Officers Council,25.0,2,27,kiambu,Gatundu South,Gatundu South,Kiganjo,Operational,False,False,False,False,True,True,False,False
24427.0,MAISHA POA,MAISHA POA,16231,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,0.0,0,0,kiambu,Gatundu South,Gatundu South,Ndarugu,Operational,False,False,False,False,True,True,False,False
24402.0,The Garden of Siloam Medical Clinic,The garden of siloam medical clinic,014877,Level 3,Medical Center,MEDICAL CENTER,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,0.0,0,0,kiambu,Kiambaa,Kiambaa,Ndenderu,Operational,False,False,False,False,True,True,False,False
24398.0,Chalbeat Medical Centre,Chalbeat Medical Centre,,Level 3,Medical Center,MEDICAL CENTER,Private Practice - Clinical Officer,Private Practice,Kenya MPDB,20.0,0,20,kisumu,Kisumu East,Kisumu East,Kolwa East,Operational,False,False,True,False,True,True,False,False
24384.0,Armofron Medical Centre,Armofron Medical Centre,015801,Level 3,Medical Center,MEDICAL CENTER,Private Practice - Nurse / Midwifery,Private Practice,Kenya MPDB,20.0,3,23,migori,Kuria West,Kuria West,Bukira Central/Ikerege,Operational,True,True,True,True,True,True,False,False
24433.0,Queens And Kings,Queens and Kings Accurate Health Centre,007006,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - General Practitioner,Private Practice,Kenya MPDB,0.0,0,0,kirinyaga,Gichugu,Kirinyaga East,Kabare,Operational,False,True,True,True,True,True,False,False
24434.0,Iten Healthcare Services,Iten Healthcare Services,2758,Level 3,Medical Center,MEDICAL CENTER,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,0.0,0,0,elgeyo marakwet,Keiyo North,Keiyo North,Kapchemutwa,Operational,False,True,True,False,True,True,False,False
24404.0,Eureka -Miathene,Eureka Medical Clinic,3523,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,0.0,0,0,meru,Tigania West,Tigania West,Kianjai,Operational,False,True,False,False,True,True,False,False
24429.0,Sikotia Medical Centre(KAPTAMA),Sikotia Medical Centre,,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Kenya MPDB,18.0,0,18,bungoma,Mt. Elgon,Mt Elgon,Kaptama,Operational,True,True,True,True,True,True,False,False
24382.0,Karai Muslim Dispensary,Karai Muslim Dispensary,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0.0,0,0,kiambu,Kikuyu,Kikuyu,Karai,Operational,False,False,False,False,True,True,False,False
24381.0,Kerwa Dispensary,Kerwa Dispensary,,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0.0,0,0,kiambu,Kikuyu,Kikuyu,Sigona,Operational,False,False,False,False,True,True,False,False
24435.0,Three Bells Medical Center,Three Bells Medical Centre,014939,Level 2,Dispensary,DISPENSARY,Private Practice - Clinical Officer,Private Practice,Pharmacy & Poisons Board,3.0,0,3,nairobi,Embakasi West,Embakasi West,Umoja I,Operational,False,True,True,True,True,True,False,False
24380.0,Gateway Diagnosis and Health Care Limited,Gateway Diagnosis and Health Care Limited,,Level 3,Medical Center,MEDICAL CENTER,Private Practice - Private Company,Private Practice,,0.0,0,0,turkana,Turkana West,Turkana West,Kakuma,Operational,False,False,True,False,True,True,False,False
24436.0,Kiambogo Dispensary,Kiambogo Dispensary,0,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0.0,0,0,meru,Buuri,Buuri,Timau,Operational,False,False,False,False,True,True,False,False
24403.0,IOM Migration Health Assessment Centre,IOM Migration Health Assessment Centre,001118,Level 3,Medical Center,MEDICAL CENTER,Non-Governmental Organizations,Non-Governmental Organizations,Kenya MPDB,0.0,0,0,nairobi,Westlands,Westlands,Karura,Operational,False,True,False,False,True,True,False,False
24410.0,City Point Medical Centre,City Point Medical Centre,A5680,Level 3,Medical Center,MEDICAL CENTER,Private Practice - Medical Specialist,Private Practice,Kenya MPDB,0.0,0,0,nairobi,Kamukunji,Kamukunji,California,Operational,False,True,True,False,True,True,False,False
24383.0,Neocare,Neocare Milimani Annex Hospital,,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Medical Specialist,Private Practice,Kenya MPDB,5.0,0,5,kisii,Nyaribari Chache,Nyaribari Chache,Kisii Central,Operational,True,True,True,True,True,True,False,False
