Status,Facility,Facility_ward,Facility_constituency,Facility_subcounty,Facility_county,Name,Code,year
fully-functional,Mutithi Health Centre,mutithi,mwea,kirinyaga north/mwea west,kirinyaga,Kiandegwa Community Health Unit,601528,2007
fully-functional,Katito Sub County Hospital,north nyakach,nyakach,nyakach,kisumu,Rarienda Community Health Unit,600266,2011
fully-functional,Katito Sub County Hospital,north nyakach,nyakach,nyakach,kisumu,Magunga Community Health Unit,600262,2011
fully-functional,Katito Sub County Hospital,north nyakach,nyakach,nyakach,kisumu,Lisana Community Health Unit,600260,2011
fully-functional,Katito Sub County Hospital,north nyakach,nyakach,nyakach,kisumu,Katito Community Health Unit,600257,2010
fully-functional,St Gabriel Health Centre,ngenda,gatundu south,gatundu south,kiambu,Kimunya Community Health Unit,601288,2007
fully-functional,Mirangine Health Centre,mirangine,ol kalou,olkalou,nyandarua,Sabugo Community Health Unit,601481,2011
semi-functional,Mirangine Health Centre,mirangine,ol kalou,olkalou,nyandarua,Mirangine Community Health Unit,601479,2009
fully-functional,Mirangine Health Centre,mirangine,ol kalou,olkalou,nyandarua,Mathakwa Community Health Unit,602601,2012
fully-functional,Ndeiya Health Centre,ndeiya,limuru,limuru,kiambu,Nderu Village Community Health Unit,601459,2010
fully-functional,Othoro Health Centre (Rachuonyo),kabondo east,kabondo kasipul,kabondo kasipul,homa bay,Rongo Community Health Unit,600393,2011
fully-functional,Othoro Health Centre (Rachuonyo),kabondo east,kabondo kasipul,kabondo kasipul,homa bay,Kakangutu East Community Health Unit,600376,2011
fully-functional,Othoro Health Centre (Rachuonyo),kabondo east,kabondo kasipul,kabondo kasipul,homa bay,Miriu A Community Health Unit,602862,2005
fully-functional,Othoro Health Centre (Rachuonyo),kabondo east,kabondo kasipul,kabondo kasipul,homa bay,Kamwala (Mwala) Community Health Unit,602838,2011
fully-functional,Gongoni Health Centre,gongoni,magarini,magarini,kilifi,Gongoni Community Health Unit,601823,2012
semi-functional,Kodiaga Prison Health Centre,central kisumu,kisumu west,kisumu west,kisumu,Korando Bchu Community Health Unit,600092,2009
non-functional,Mokowe Health Centre,hindi,lamu west,lamu west,lamu,Mokowe Community Health Unit,601816,2010
semi-functional,Warazo Rural Health Centre,kabaru,kieni,kieni east,nyeri,Warazo Community Health Unit,601359,2011
fully-functional,Ongo Health Centre,south kamagambo,rongo,rongo,migori,South Kanyajuok Community Health Unit,600419,2008
semi-functional,Kegogi Health Centre,kegogi,kitutu chache north,kitutu chache north,kisii,Ngokoro Community Health Unit,600156,2010
fully-functional,Kibugu Health Centre,nginda,manyatta,manyatta,embu,Gicherori Community Health Unit,602462,2012
fully-functional,Kibugu Health Centre,nginda,manyatta,manyatta,embu,Ngerwe Community Health Unit,602846,2012
non-functional,Mangima SDA Health Centre,west kasipul,kasipul,rachuonyo south,homa bay,Mangima Community Health Unit,600390,2011
fully-functional,Kiritiri Health Centre,mavuria,mbeere south,mbeere south,embu,Kiritiri Community Health Unit,602185,2006
fully-functional,Nyathuna Level 4 Hospital,nyadhuna,kabete,kabete,kiambu,Mumagika Community Health Unit,601394,2010
fully-functional,Babadogo Health Centre,babandogo,ruaraka,ruaraka,nairobi,Kariadudu Community Health Unit,602456,2013
fully-functional,Babadogo Health Centre,babandogo,ruaraka,ruaraka,nairobi,Kasabuni Community Health Unit,602455,2012
semi-functional,Pap Kodero Health Centre,west uyoma,rarieda,rarieda,siaya,Rachar Community Health Unit,600412,2011
semi-functional,Pap Kodero Health Centre,west uyoma,rarieda,rarieda,siaya,Kobong Community Health Unit,600398,2008
semi-functional,Kahawa West Health Centre,kahawa,roysambu,roysambu,nairobi,Soweto Kongo Community Health Unit,601710,2011
fully-functional,Kasarani Health Centre,kasarani,kasarani,kasarani,nairobi,Gituamba Community Health Unit,601649,2011
fully-functional,Ngoliba Health Centre,ngoliba,thika town,thika town,kiambu,Ngoliba Community Health Unit,601598,2007
closed,Mathare North Health Centre,mathare north,ruaraka,ruaraka,nairobi,Mathare A Community Health Unit,601661,2011
semi-functional,Mathare North Health Centre,mathare north,ruaraka,ruaraka,nairobi,Mathare 3 Community Health Unit,601660,2011
fully-functional,Sondu Sub County Hospital,south east nyakach,nyakach,nyakach,kisumu,Akiayi Boresha Community Health Unit,600245,2010
semi-functional,Ajawa Health Centre,danaba,wajir north,wajir north,wajir,Ajawa Community Health Unit,602337,2011
semi-functional,Ogwedhi Health Centre,kwa,suna east,suna east,migori,Ogwedhi Community Health Unit,600188,2007
closed,Kariobangi Health Centre,kariobangi north,embakasi north,embakasi north,nairobi,Nyayo Village Community Health Unit,601664,2010
closed,Kariobangi Health Centre,kariobangi north,embakasi north,embakasi north,nairobi,Ngomongo Community Health Unit,601662,2010
closed,Kariobangi Health Centre,kariobangi north,embakasi north,embakasi north,nairobi,Korogocho A Community Health Unit,601657,2010
closed,Kariobangi Health Centre,kariobangi north,embakasi north,embakasi north,nairobi,Kisumu Ndogo Community Health Unit,601656,2010
closed,Kariobangi Health Centre,kariobangi north,embakasi north,embakasi north,nairobi,Highridge Community Health Unit,601653,2010
closed,Kariobangi Health Centre,kariobangi north,embakasi north,embakasi north,nairobi,Grogon B Community Health Unit,601652,2010
closed,Kariobangi Health Centre,kariobangi north,embakasi north,embakasi north,nairobi,Grogon A Community Health Unit,601650,2010
fully-functional,Kariobangi Health Centre,kariobangi north,embakasi north,embakasi north,nairobi,Gitathuru Chu A Community Health Unit,601648,2010
semi-functional,Difathas Health Centre,murinduko,mwea,kirinyaga south,kirinyaga,Kamunyange Community Health Unit,601518,2003
semi-functional,Wamagana Health Centre,wamagana,tetu,tetu,nyeri,Kianjocu Community Health Unit,601584,2011
fully-functional,Tiwi RHTC,tiwi,matuga,matuga,kwale,Mwachema Community Health Unit,601811,2012
semi-functional,Rabuor Sub county Hospital,kobura,nyando,nyando,kisumu,Nyamware North Community Health Unit,602392,2011
semi-functional,Rabuor Sub county Hospital,kobura,nyando,nyando,kisumu,Nyamware South Community Health Unit,602318,2011
semi-functional,Rabuor Sub county Hospital,kobura,nyando,nyando,kisumu,Okana Community Health Unit,602301,2009
fully-functional,Rabuor Sub county Hospital,kobura,nyando,nyando,kisumu,Kochieng Community Health Unit,601920,2011
fully-functional,Rabuor Sub county Hospital,kobura,nyando,nyando,kisumu,Masogo Community Health Unit,600095,2011
fully-functional,Tisinye Health Centre,gokeharaka/getambwega,kuria east,kuria east,migori,Tisinye Community Health Unit,602176,2011
fully-functional,Ogango Health Centre,bogichora,west mugirango,nyamira,nyamira,Charachani A Community Health Unit,602676,2012
fully-functional,Coast General Teaching and Referral Hospital (Chaani Outreach Centre),chaani,changamwe,changamwe,mombasa,Kipevu Community Health Unit,601787,2011
semi-functional,Coast General Teaching and Referral Hospital (Chaani Outreach Centre),chaani,changamwe,changamwe,mombasa,Chaani Community Health Unit,601786,2007
fully-functional,Kipini Health Centre,kipini east,garsen,garsen,tana river,Matangeni Community Health Unit,601885,2009
semi-functional,Magongo (MCM) Dispensary,changamwe,changamwe,changamwe,mombasa,Changamwe Community Health Unit,602327,2010
closed,Dandora II Health Centre,dandora area i,embakasi north,embakasi north,nairobi,Dandora Phase 3 Paradise Community Health Unit,602451,2012
closed,Dandora II Health Centre,dandora area i,embakasi north,embakasi north,nairobi,Dandora Phase 3-41 Community Health Unit,602450,2012
fully-functional,Dandora II Health Centre,dandora area i,embakasi north,embakasi north,nairobi,Imara Chu Community Health Unit,602448,2018
closed,Dandora II Health Centre,dandora area i,embakasi north,embakasi north,nairobi,Phase 4b Community Health Unit,602443,2011
closed,Dandora II Health Centre,dandora area i,embakasi north,embakasi north,nairobi,Nyumba Moja Community Health Unit,602440,2011
closed,Dandora II Health Centre,dandora area i,embakasi north,embakasi north,nairobi,Sharp Corner Community Health Unit,602428,2011
closed,Dandora II Health Centre,dandora area i,embakasi north,embakasi north,nairobi,Dandora Phase 5 Community Health Unit,602453,2013
closed,Dandora II Health Centre,dandora area i,embakasi north,embakasi north,nairobi,Dandora Block G-b Community Health Unit,602452,2012
semi-functional,Dandora II Health Centre,dandora area i,embakasi north,embakasi north,nairobi,Kinyago Community Health Unit,602407,2010
semi-functional,Dandora II Health Centre,dandora area i,embakasi north,embakasi north,nairobi,Gitari Marigu Community Health Unit,602383,2009
semi-functional,Dandora II Health Centre,dandora area i,embakasi north,embakasi north,nairobi,Kibarage Community Health Unit,602343,2011
fully-functional,Maungu Model Health Centre,marungu,voi,voi,taita taveta,Marungu Community Health Unit,602840,2011
non-functional,Oren Health Centre,awasi/onjiko,nyando,nyando,kisumu,Border 1 Community Health Unit,602579,2011
semi-functional,Mugai Dispensary,shirungu-mugai,malava,malava,kakamega,Lukala Community Health Unit,602305,2011
fully-functional,Kandaria Medical Centre,north nyakach,nyakach,nyakach,kisumu,Kandaria Community Health Unit,600256,2012
fully-functional,Matunda Sub County Hospital,nabiswa,kiminini,kiminini,trans nzoia,Nyasi Community Health Unit,602351,2008
fully-functional,Matunda Sub County Hospital,nabiswa,kiminini,kiminini,trans nzoia,Matunda Community Health Unit,601299,2011
semi-functional,Benon Dispensary,chepsiro/kiptoror,cherangany,cherangany,trans nzoia,Milimani Community Health Unit,601211,2011
fully-functional,Kedowa Dispensary,kedowa/kimugul,kipkelion east,kipkelion east,kericho,Kimasian Community Health Unit,600929,2012
fully-functional,Kedowa Dispensary,kedowa/kimugul,kipkelion east,kipkelion east,kericho,Cheptangulgei Community Health Unit,600927,2012
semi-functional,Kapsimotwa Dispensary,silibwet township,bomet central,bomet central,bomet,Manyatta Community Health Unit,600829,2011
fully-functional,Keben Dispensary,ol'lessos,nandi hills,nandi hills,nandi,Keben Community Health Unit,601070,2009
semi-functional,Katuiyo Dispensary,kaptagat,ainabkoi,ainabkoi,uasin gishu,Chepkogony Community Health Unit,602405,2010
semi-functional,Kenene Dispensary,cheplanget,bureti,bureti,kericho,Tiriitab Moita Community Health Unit,602461,2013
semi-functional,Kapsasian Dispensary,kapsasian,emurua dikirr,transmara east,narok,Kapsasian Community Health Unit,602334,2009
semi-functional,Karunga Dispensary,murindati,gilgil,gilgil,nakuru,Karunga Community Health Unit,600881,2007
fully-functional,Keringet Health Centre,mnagei,kapenguria,west pokot,west pokot,Psigirio Community Health Unit,601255,2009
fully-functional,Kaputir Dispensary,kaputir,turkana south,turkana south,turkana,Kaputir Community Health Unit,602890,2013
fully-functional,Kapturo Dispensary (Bartabwa),bartabwa,baringo north,baringo north,baringo,Ngorora Community Health Unit,602291,2011
fully-functional,Kaptumo Dispensary,cheptiret/kipchamo,kesses,kesses,uasin gishu,Kaptumo Community Health Unit,601234,2010
non-functional,Kunyak Dispensary,kunyak,kipkelion west,kipkelion west,kericho,Kunyak Community Health Unit,602536,2012
semi-functional,Kapsowar Dispensary,kapsowar,marakwet west,marakwet west,elgeyo marakwet,Orotai Kapsowar Community Health Unit,602497,2009
non-functional,Kaptum Dispensary,kabartonjo,baringo north,baringo north,baringo,Kaptum Community Health Unit,602239,2011
fully-functional,Chuiyat Dispensary,tulwet/chuiyat,kesses,kesses,uasin gishu,Chuiyat Community Health Unit,601228,2010
non-functional,Keturwo Dispensary,barwessa,baringo north,baringo north,baringo,Keturwo Community Health Unit,602244,2011
non-functional,Kaplenge Dispensary,moiben/kuserwo,marakwet west,marakwet west,elgeyo marakwet,Kilimasumbeiywet Community Health Unit,600999,2010
non-functional,Kaplenge Dispensary,moiben/kuserwo,marakwet west,marakwet west,elgeyo marakwet,Kilima Sumbeiywet Community Health Unit,602492,2009
fully-functional,Kaplelach Tumoge,tulwet/chuiyat,kesses,kesses,uasin gishu,Kaplelach Community Health Unit,601231,2009
fully-functional,Kaplelach Chepyakwai Dispensary,ngeria,kapseret,kapseret,uasin gishu,Kaplelach Chepyakwai Community Health Unit,601232,2009
non-functional,Kapkiamo Dispensary,kabartonjo,baringo north,baringo north,baringo,Kelyo-mosop Community Health Unit,602245,2011
non-functional,Tamkal Dispensary,wei wei,sigor,pokot central,west pokot,Kitoyo Community Health Unit,601149,2009
semi-functional,Kapchelal Health Centre,emsoo,keiyo north,keiyo north,elgeyo marakwet,Kapchelal Community Health Unit,600925,2007
non-functional,Kanyarkwat Dispensary,riwo,kapenguria,west pokot,west pokot,Kanyarkwat Katikomor Community Health Unit,601248,2011
fully-functional,Kapkimolwa Dispensary,longisa,bomet east,bomet east,bomet,Koibeiyon Community Health Unit,600826,2011
non-functional,Kapchepkor Dispensary,saimoi/kipsaraman,baringo north,baringo north,baringo,Kapchekor Community Health Unit,602253,2011
non-functional,Kamasia Health Centre,kapyego,marakwet east,marakwet east,elgeyo marakwet,Kaptich Community Health Unit,600980,2010
non-functional,Chepkongony Dispensary,kaptumo/kaboi,aldai,aldai,nandi,Chepkongony Community Health Unit,601094,2012
fully-functional,Kapngetuny Dispensary,ainabkoi/olare,ainabkoi,ainabkoi,uasin gishu,Kapngetuny Community Health Unit,600838,2008
fully-functional,Kalemungorok Dispensary,katilu,turkana south,turkana south,turkana,Kalemungorok Community Health Unit,602889,2013
fully-functional,Kalalu Dispensary,umande,laikipia north,laikipia east,laikipia,Kalalu Community Health Unit,600952,2011
non-functional,Kamoi Health Centre,sengwer,marakwet west,marakwet west,elgeyo marakwet,Kamoi Community Health Unit,600992,2009
semi-functional,Karagita Health Centre,hellsgate,naivasha,naivasha,nakuru,South Lake Community Health Unit,601038,2012
semi-functional,Karagita Health Centre,hellsgate,naivasha,naivasha,nakuru,Karagita Community Health Unit,601022,2009
fully-functional,Kamogo Health Centre,embobut/embulot,marakwet east,marakwet east,elgeyo marakwet,Embolot Community Health Unit,600976,2010
fully-functional,Kainuk Health Centre,lobokat,turkana south,turkana south,turkana,Kainuk Community Health Unit,601221,2012
non-functional,Kaibos Dipensary,siyoi,kapenguria,west pokot,west pokot,Paraywa Kapchilla Community Health Unit,601253,2011
non-functional,Kaibos Dipensary,siyoi,kapenguria,west pokot,west pokot,Keringet Community Health Unit,601249,2011
fully-functional,Kabunyeria Health Centre,songhor/soba,tinderet,tinderet,nandi,Kabunyeria Community Health Unit,601184,2012
non-functional,Kabunyeria Health Centre,songhor/soba,tinderet,tinderet,nandi,Kabirer Community Health Unit,601183,2012
non-functional,Kabiemit Dispensary (Keiyo),kabiemit,keiyo south,keiyo south,elgeyo marakwet,Kabiemit Community Health Unit,602468,2012
fully-functional,Kurangurik Health centre,iikerin,emurua dikirr,transmara east,narok,Kurangurik Community Health Unit,602192,2009
fully-functional,Kuinet Dispensary,kuinet/kapsuswa,soy,soy,uasin gishu,Kuinet Community Health Unit,600859,2011
fully-functional,Cengalo Dispensary,tarakwa,kesses,kesses,uasin gishu,Cengalo Community Health Unit,601226,2009
non-functional,Jemunada Dispensary,moiben/kuserwo,marakwet west,marakwet west,elgeyo marakwet,Jemunada Community Health Unit,600990,2010
semi-functional,Engashura Health Centre,kiamaina,bahati,nakuru north,nakuru,Kiamunyeki Community Health Unit,602376,2012
fully-functional,Engashura Health Centre,kiamaina,bahati,nakuru north,nakuru,Engashuru Community Health Unit,601052,2009
semi-functional,Eburru Dispensary,mbaruk/eburu,gilgil,gilgil,nakuru,Eburru Community Health Unit,600878,2008
non-functional,Kabalwat Dispensary,chepkorio,keiyo south,keiyo south,elgeyo marakwet,Kabalwat Community Health Unit,602699,2012
semi-functional,Geta Dispensary,cherangany/suwerwa,cherangany,cherangany,trans nzoia,Top Suwerwa Community Health Unit,601218,2011
semi-functional,Geta Dispensary,cherangany/suwerwa,cherangany,cherangany,trans nzoia,Geta Community Health Unit,601200,2011
fully-functional,Illinga'rua Dispensary,iichamus,baringo south,marigat,baringo,Illinga'rua Community Health Unit,602880,2013
semi-functional,GK Remand Prison Dispensary,matisi,saboti,saboti,trans nzoia,Matisi Corner Community Health Unit,602372,2010
semi-functional,GK Remand Prison Dispensary,matisi,saboti,saboti,trans nzoia,Muungano Community Health Unit,602330,2010
fully-functional,Elelea Health Centre,katilia,turkana east,turkana east,turkana,Elelea Community Health Unit,602721,2013
semi-functional,Flax Dispensary,chepkorio,keiyo south,keiyo south,elgeyo marakwet,Flax Community Health Unit,602470,2012
fully-functional,Gilgil Astu Dispensary,murindati,gilgil,gilgil,nakuru,Getare Community Health Unit,600879,2010
semi-functional,GK Farm Prisons Health Centre,matisi,saboti,saboti,trans nzoia,Rafiki Community Health Unit,602373,2010
semi-functional,GK Farm Prisons Health Centre,matisi,saboti,saboti,trans nzoia,Kahuho Community Health Unit,602363,2007
fully-functional,South Horr health Centre,nyiro,samburu north,samburu north,samburu,South Horr Community Health Unit,602833,2013
semi-functional,Sosit Dispensary,kapkatet,bureti,bureti,kericho,Sosit Community Health Unit,602458,2013
semi-functional,Chebunyo Dispensary,chebunyo,chepalungu,chepalungu,bomet,Kamaget Community Health Unit,602267,2009
semi-functional,Soymet Dispensary,kapletundo,sotik,sotik,bomet,Soy Community Health Unit,600872,2007
fully-functional,Sweet Waters Dispensary,tigithi,laikipia east,laikipia east,laikipia,Sweetwaters Community Health Unit,600957,2011
non-functional,Swari Model Health Centre,wamba north,samburu east,samburu east,samburu,Swari Community Health Unit,601169,2012
semi-functional,Cheboyo Dispensary,chebunyo,chepalungu,chepalungu,bomet,Mogor Community Health Unit,602263,2009
fully-functional,Igure Dispensary,mumberes/maji mazuri,eldama ravine,koibatek,baringo,Makutano Community Health Unit,602569,2012
fully-functional,Tamough Health Centre,sook,kapenguria,west pokot,west pokot,Tamough Community Health Unit,601261,2009
semi-functional,Tapach Dispensary,tapach,pokot south,pokot south,west pokot,Kamelei Community Health Unit,602336,2009
non-functional,Sumeiyon Dispensary,kabartonjo,baringo north,baringo north,baringo,Katiorin Community Health Unit,602229,2011
non-functional,Matira Dispensary,kapsowar,marakwet west,marakwet west,elgeyo marakwet,Kapsumai Community Health Unit,602499,2009
semi-functional,Sugoi B Dispensary,kamagut,turbo,turbo,uasin gishu,Tuigoin Community Health Unit,600875,2010
non-functional,Tuturung Dispensary,sambirir,marakwet east,marakwet east,elgeyo marakwet,Chekitu Community Health Unit,600972,2010
fully-functional,Eremit Dispensary,ewuaso oo nkidong'i,kajiado west,kajiado west,kajiado,Eremit Community Health Unit,600906,2011
fully-functional,Oriang' Alwala Dispensary,west seme,seme,seme,kisumu,Alwala Community Health Unit,602746,2012
fully-functional,Gatunga Model Health Centre,gatunga,tharaka,tharaka north,tharaka nithi,Karii-ka-mburi Community Health Unit,602125,2012
fully-functional,Gatunga Model Health Centre,gatunga,tharaka,tharaka north,tharaka nithi,Gatunga Community Health Unit,602123,2012
fully-functional,Kaliakakya Dispensary,kyangwithya west,kitui central,kitui central,kitui,Utooni Community Health Unit,602844,2012
fully-functional,Kuge Health Centre,gembe,mbita,mbita,homa bay,Wanyama Community Health Unit,600181,2011
fully-functional,Sirakaru Dispensary,naitiri/kabuyefwe,tongaren,tongaren,bungoma,Kabuyefwe Community Health Unit,600566,2009
fully-functional,Simboiyon Dispensary,waseges,subukia,subukia,nakuru,Simboiyon Community Health Unit,601176,2012
fully-functional,Makhanga Dispensary,naitiri/kabuyefwe,tongaren,tongaren,bungoma,Makhanga Community Health Unit,600569,2011
fully-functional,Mirere Health Centre,namamali,matungu,matungu,kakamega,Koyonzo B Community Health Unit,602683,2013
fully-functional,St Pauls Ejinja Dispensary,koyonzo,matungu,matungu,kakamega,Koyonzo A Community Health Unit,602650,2012
semi-functional,Indangalasia Dispensary,koyonzo,matungu,matungu,kakamega,Indangalasia Community Health Unit,600746,2011
fully-functional,Kisauni Health Centre,frere town,nyali,nyali,mombasa,Mkunguni Community Health Unit,601843,2009
fully-functional,Kisauni Health Centre,frere town,nyali,nyali,mombasa,Magogoni Community Health Unit,601840,2011
fully-functional,Hindi Prison Dispensary,hindi,lamu west,lamu west,lamu,Godo Community Health Unit,601853,2011
fully-functional,Kongowea Health Centre,kongowea,nyali,nyali,mombasa,Junda Community Health Unit,601837,2011
fully-functional,Kongowea Health Centre,kongowea,nyali,nyali,mombasa,Bengala Community Health Unit,601833,2009
semi-functional,Usoma Health Centre,central kisumu,kisumu west,kisumu west,kisumu,Usoma Community Health Unit,602735,2012
closed,Ngong Road Dispensary,woodley/kenyatta golf course,kibra,kibra,nairobi,Ngondo Community Health Unit,601612,2010
fully-functional,Utange Dispensary,shanzu,kisauni,kisauni,mombasa,Bombo Community Health Unit,601834,2011
fully-functional,Kaloleni Dispensary,makongeni,makadara,makadara,nairobi,Makongeni Community Health Unit,601686,2010
non-functional,Kaloleni Dispensary,makongeni,makadara,makadara,nairobi,Kaloleni Community Health Unit,601684,2012
semi-functional,Hongo Ogosa Health Centre,kobura,nyando,nyando,kisumu,Lela Community Health Unit,602347,2011
semi-functional,Hongo Ogosa Health Centre,kobura,nyando,nyando,kisumu,Kotieno Community Health Unit,600977,2007
fully-functional,Hongo Ogosa Health Centre,kobura,nyando,nyando,kisumu,Kamayoga Community Health Unit,600086,2008
semi-functional,Nganduri Dispensary,mbeti south,mbeere south,mbeere south,embu,Nganduri Community Health Unit,602427,2008
semi-functional,Emumwenyi Dispensary,rombo,kajiado south,loitokitok,kajiado,Emuemwenyi Community Health Unit,601116,2011
fully-functional,Nyamagundo sub county hospital,bomariba,bonchari,bonchari,kisii,Bomariba Community Health Unit,600075,2009
fully-functional,Radier Dispensary,yimbo east,bondo,bondo,siaya,Got Ramogi Community Health Unit,600009,2011
fully-functional,Karen Health Centre,karen,langata,langata,nairobi,Kuwinda-karen Community Health Unit,601670,2010
fully-functional,Karen Health Centre,karen,langata,langata,nairobi,Bngladesh-karen Community Health Unit,601665,2011
semi-functional,Karen Health Centre,karen,langata,langata,nairobi,Manyatta Motopeni Community Health Unit,602406,2012
semi-functional,Karen Health Centre,karen,langata,langata,nairobi,Dream Community Health Unit,602899,2013
fully-functional,Mazumalume Dispensary,tsimba golini,matuga,matuga,kwale,Mazumalume Community Health Unit,601808,2009
fully-functional,Giribe Dispensary,wasimbete,suna west,suna west,migori,Giribe Community Health Unit,600186,2011
fully-functional,Kitundu (GOK) Dispensary,kithungo/kitundu,mbooni,mbooni,makueni,Kitundu Community Health Unit,602517,2010
semi-functional,Sachang'wan Dispensary,molo,molo,molo,nakuru,Sachangwan Community Health Unit,601019,2009
semi-functional,Nyakiambi Dispensary,elburgon,molo,molo,nakuru,Nyakiambi Community Health Unit,601018,2009
non-functional,Karura Health Centre (Kiambu Rd),karura,westlands,westlands,nairobi,Karura Community Health Unit,601708,2011
closed,State House Clinic,kilimani,dagoretti north,dagoretti north,nairobi,Gichagi Community Health Unit,601706,2011
closed,State House Clinic,kilimani,dagoretti north,dagoretti north,nairobi,State House Community Health Unit,602288,2010
semi-functional,Railways Dispensary (Kisumu),market milimani,kisumu central,kisumu central,kisumu,Lower Railways Community Health Unit,600094,2010
semi-functional,Got Nyabondo Health Centre,kajulu,kisumu east,kisumu east,kisumu,Got Nyabondo Community Health Unit,602707,2012
semi-functional,Simba Opepo Health Centre,kajulu,kisumu east,kisumu east,kisumu,Konya Community Health Unit,602708,2012
fully-functional,Nkama Dispensary,kuku,kajiado south,loitokitok,kajiado,Nkama Community Health Unit,600966,2009
semi-functional,Kagonye Dispensary,mahiga,nyeri south,nyeri south,nyeri,Kagonye Community Health Unit,601573,2011
non-functional,Witima Health Centre,karima,nyeri south,nyeri south,nyeri,Kihugiru Community Health Unit,601338,2016
fully-functional,Kagonye Dispensary,mahiga,nyeri south,nyeri south,nyeri,Kihome Community Health Unit,601334,2016
semi-functional,Nyabokarange Dispensary,bukira central/ikerege,kuria west,kuria west,migori,Ikerege Community Health Unit,602284,2010
fully-functional,Kathyaka Dispensary,kikumbulyu north,kibwezi west,kibwezi west,makueni,Ngulu Community Health Unit,601993,2009
semi-functional,Eramba Health Centre,marani,kitutu chache north,kitutu chache north,kisii,Kiomooncha Community Health Unit,600154,2011
fully-functional,Riongige Dispensary,bosamaro,west mugirango,nyamira,nyamira,Enchoro A Community Health Unit,602679,2012
semi-functional,Riongige Dispensary,bosamaro,west mugirango,nyamira,nyamira,Enchoro B Community Health Unit,602678,2013
fully-functional,Muhaka Dispensary,kinondo,msambweni,msambweni,kwale,Muhaka Community Health Unit,601862,2009
fully-functional,Nabongo Dispensary,sheywe,lurambi,lurambi,kakamega,Township Community Health Unit,602782,2012
closed,Nairobi Remand Prison Health Centre,landimawe,starehe,starehe,nairobi,Kaiyamba Community Health Unit,601683,2012
fully-functional,Benga Dispensary,usonga,alego usonga,alego usonga,siaya,Nyadorera A Community Health Unit,600439,2011
fully-functional,Kenyatta University Dispensary,kahawa,roysambu,roysambu,nairobi,Kenyatta University Community Health Unit,601655,2011
closed,Njiru Health Centre,njiru,kasarani,kasarani,nairobi,Matopeni Community Health Unit,602442,2011
semi-functional,Njiru Health Centre,njiru,kasarani,kasarani,nairobi,Maili Saba Community Health Unit,602434,2010
semi-functional,Njiru Health Centre,njiru,kasarani,kasarani,nairobi,Njiru Community Health Unit,602433,2011
semi-functional,Njiru Health Centre,njiru,kasarani,kasarani,nairobi,Siranlia Community Health Unit,602432,2010
semi-functional,Njiru Health Centre,njiru,kasarani,kasarani,nairobi,Mwengenye Community Health Unit,602431,2011
fully-functional,Bar Aluru Dispensary (Rarieda),west asembo,rarieda,rarieda,siaya,Siger B Community Health Unit,602622,2013
fully-functional,Wire Dispensary,west kamagak,kasipul,rachuonyo south,homa bay,Obisa Community Health Unit,602865,2011
semi-functional,GK Prison Dispensary (Machakos),machakos central,machakos town,machakos,machakos,Lower Kiandani Community Health Unit,602559,2012
fully-functional,Sumba Community Dispensary,usonga,alego usonga,alego usonga,siaya,Sumba Community Health Unit,600448,2011
semi-functional,Eshiongo Dispensary,shinoyi-shikomari-esumeiya,navakholo,navakholo,kakamega,Esumeyia Community Health Unit,600677,2011
fully-functional,Lukhome Dispensary (Kabuchai),mukuyuni,kabuchai,kabuchai,bungoma,Lukhome Community Health Unit,600540,2010
semi-functional,Gongo Dispensary,kagan,rangwe,rangwe,homa bay,Gongo Dispensary Community Health Unit,602408,2012
fully-functional,Kwamo Dispensary,kanyamwa kosewe,ndhiwa,ndhiwa,homa bay,Upper-lower Kwamo Community Health Unit,600240,2011
fully-functional,Luanda Town Dispensary,luanda township,luanda,luanda,vihiga,Ebusikhale Community Health Unit,600653,2012
fully-functional,Ebusyubi Dispensary,mwibona,luanda,luanda,vihiga,Ubustimi Community Health Unit,600658,2012
fully-functional,Lwandanyi Dispensary,lwandanyi,sirisia,sirisia,bungoma,Mayekwe Community Health Unit,601912,2011
closed,Chandaria Health Centre,uthiru/ruthimitu,dagoretti south,dagoretti south,nairobi,Ruthimitu Community Health Unit,601614,2011
semi-functional,Elwesero Model Health Centre,shirere,lurambi,lurambi,kakamega,Sichirai B Community Health Unit,600680,2009
semi-functional,Elwesero Model Health Centre,shirere,lurambi,lurambi,kakamega,Sichirai F Community Health Unit,602779,2013
semi-functional,Elwesero Model Health Centre,shirere,lurambi,lurambi,kakamega,Sichirai E Community Health Unit,602778,2013
semi-functional,Elwesero Model Health Centre,shirere,lurambi,lurambi,kakamega,Shiyunzu A Community Health Unit,602775,2013
semi-functional,Elwesero Model Health Centre,shirere,lurambi,lurambi,kakamega,Emurumba B Community Health Unit,602766,2013
non-functional,Murantawa Dispensary,magadi,kajiado west,kajiado west,kajiado,Olkeri Magadi Community Health Unit,600912,2008
fully-functional,Siabai Makonge Dispensary,ntimaru east,kuria east,kuria east,migori,Makonge Community Health Unit,600148,2011
non-functional,Kibera D O Dispensary,makina,kibra,kibra,nairobi,Makina Community Health Unit,601672,2012
fully-functional,Kibera D O Dispensary,makina,kibra,kibra,nairobi,Kichinjio Community Health Unit,602457,2012
fully-functional,Musibiriri Dispensary,marachi east,butula,butula,busia,Elukongo Community Health Unit,600638,2007
