Status,Facility,Facility_ward,Facility_constituency,Facility_subcounty,Facility_county,Name,Code,year
fully-functional,Nadanya Dispensary,lyaduywa/izava,sabatia,sabatia,vihiga,Mukingi Community Unit,703403,2014
fully-functional,Kegondi Health Centre,west sabatia,sabatia,sabatia,vihiga,Hamuyundi Community Unit,703415,2012
fully-functional,Kegondi Health Centre,west sabatia,sabatia,sabatia,vihiga,Solongo Community Unit,703416,2014
fully-functional,Givudimbuli Health Centre,wodanga,sabatia,sabatia,vihiga,Gaigedi Community Unit,703417,2014
fully-functional,Givudimbuli Health Centre,wodanga,sabatia,sabatia,vihiga,Gaigedi,703418,2014
fully-functional,KAKUTHA DISPENSARY,mbitini,makueni,makueni,makueni,Kakutha Community Health Unit,703401,2020
fully-functional,Ivinga Nzia Dispensary,mavindini,makueni,makueni,makueni,Ivinga Nzia Community Health Unit,703400,2020
fully-functional,Didewaride Dispensary,witu,lamu west,lamu west,lamu,Didewaride Community Unit,703395,2019
non-functional,Kianjuri Dispensary,ntima west,north imenti,imenti north,meru,Kirugua Community Health Unit,703399,2020
semi-functional,Karii Dispensary,akithii,tigania west,tigania west,meru,Karii Comunity Health Unit,703398,2020
fully-functional,Sinambio Disp,hongwe,lamu west,lamu west,lamu,Bomani Community Unit,703393,2016
fully-functional,Hongwe Catholic Dispensary,hongwe,lamu west,lamu west,lamu,Hongwe Community Unit,703394,2013
fully-functional,Nyachogochogo Dispensary,bassi bogetaorio,bobasi,bobasi,kisii,Rogongo Community Health Unit,703381,2014
fully-functional,Rusinga Dispensary,bobasi/boitangare,bobasi,bobasi,kisii,Rusinga Community Health Unit(Bobasi/Boitangare),703382,2014
fully-functional,Rusinga Dispensary,bobasi/boitangare,bobasi,bobasi,kisii,Riobara Community Health Unit,703383,2014
fully-functional,Omosaria Dispensary,masige west,bobasi,bobasi,kisii,Orogare Community Health Unit,703384,2014
fully-functional,Nyacheki Sub County Hospital,nyacheki,bobasi,bobasi,kisii,Getai Community Health Unit,703385,2014
fully-functional,Gionsaria Health Centre (Nyamache),bassi bogetaorio,bobasi,bobasi,kisii,Riontweka Community Health Unit,703388,2014
fully-functional,Nyacheki Sub County Hospital,nyacheki,bobasi,bobasi,kisii,Keera Community Health Unit,703389,2014
fully-functional,Sugubo Dispensary,nyacheki,bobasi,bobasi,kisii,Riosugo Community Health Unit,703390,2014
fully-functional,Rusinga Dispensary,bobasi/boitangare,bobasi,bobasi,kisii,Nyamagwa Community Health Unit,703392,2014
fully-functional,Motonto Health Centre,bobasi chache,bobasi,bobasi,kisii,Getenga Community Health Unit,703386,2014
fully-functional,Nyansakia Health Centre,sameta/mokwerero,bobasi,bobasi,kisii,Nyagancha Community Health Unit,703391,2014
fully-functional,Nyamokenye Health Centre(Sameta),sameta/mokwerero,bobasi,bobasi,kisii,Rigo Community Health Unit,703387,2014
fully-functional,Emusire Sub County Hospital,central bunyore,emuhaya,emuhaya,vihiga,Emanyinya Community Health Unit,703414,2015
fully-functional,Likindu Dispensary,tambua,hamisi,hamisi,vihiga,Ivola Community Unit,703404,2015
fully-functional,Shiru Health Centre,shiru,hamisi,hamisi,vihiga,Shiru Community Unit,703405,2013
fully-functional,Serem Health Centre,shamakhokho,hamisi,hamisi,vihiga,Kisasi Community Unit,703406,2017
fully-functional,Kaptech Dispensary,muhudu,hamisi,hamisi,vihiga,Mulundu Community Unit,703408,2017
fully-functional,Kaptech Dispensary,muhudu,hamisi,hamisi,vihiga,Muhudu Community Unit,703407,2017
fully-functional,Givole Dispensary,jepkoyai,hamisi,hamisi,vihiga,Givole Community Unit,703409,2017
fully-functional,Kimogoi Dispensary,gisambai,hamisi,hamisi,vihiga,Gamoi Community Unit,703410,2017
fully-functional,Hamisi Sub County Hospital,gisambai,hamisi,hamisi,vihiga,Senende Community Unit,703411,2017
fully-functional,Hamisi Sub County Hospital,gisambai,hamisi,hamisi,vihiga,Gavudunyi Community Unit,703412,2017
fully-functional,Banja Health Centre,banja,hamisi,hamisi,vihiga,Givigo Community Unit,703413,2017
fully-functional,Ebusiratsi Health Centre,north east bunyore,emuhaya,emuhaya,vihiga,Ekaita B Community Health Unit,703338,2017
fully-functional,Essaba Dispensary,central bunyore,emuhaya,emuhaya,vihiga,Essaba B community Health Unit,703340,2016
fully-functional,Emusire Sub County Hospital,central bunyore,emuhaya,emuhaya,vihiga,Ebusubi Community Health Unit,703341,2016
fully-functional,Ipali Health Centre,west bunyore,emuhaya,emuhaya,vihiga,Itumbu B Community Health Unit,703342,2015
fully-functional,Ipali Health Centre,west bunyore,emuhaya,emuhaya,vihiga,Esibakala Community Health Unit,703343,2015
fully-functional,Ipali Health Centre,west bunyore,emuhaya,emuhaya,vihiga,Itumbu A Community Health Unit,703344,2015
fully-functional,Ebukanga Dispensary,west bunyore,emuhaya,emuhaya,vihiga,Esikhuyu Community Health Unit,703345,2016
fully-functional,Ebusiratsi Health Centre,north east bunyore,emuhaya,emuhaya,vihiga,Esibuye Community Health Unit,703346,2016
fully-functional,Ematsuli Dispensary,north east bunyore,emuhaya,emuhaya,vihiga,Ebukhunza Community Health Unit,703347,2014
fully-functional,Esiarambatsi Health Centre,north east bunyore,emuhaya,emuhaya,vihiga,Emurembe Communty Health Unit,703350,2013
fully-functional,Ematsuli Dispensary,north east bunyore,emuhaya,emuhaya,vihiga,Ematsuli Community Health Unit,703351,2014
fully-functional,Ebukhaya Dispensary,central bunyore,emuhaya,emuhaya,vihiga,Ebukhaya Community Health Unit,703352,2015
fully-functional,Ebusiratsi Health Centre,north east bunyore,emuhaya,emuhaya,vihiga,Emuhondo Community Health Unit,703353,2016
fully-functional,Ebukanga Dispensary,west bunyore,emuhaya,emuhaya,vihiga,Emmabwi Community Health Unit,703354,2015
fully-functional,Ebukanga Dispensary,west bunyore,emuhaya,emuhaya,vihiga,Mulunyenya Community Health Unit,703356,2013
fully-functional,Esiarambatsi Health Centre,north east bunyore,emuhaya,emuhaya,vihiga,Ebusiloli Community Health Unit,703358,2015
fully-functional,Essaba Dispensary,central bunyore,emuhaya,emuhaya,vihiga,Essaba A Community Health Unit,703359,2016
fully-functional,Ematsuli Dispensary,north east bunyore,emuhaya,emuhaya,vihiga,Emusutswi Community Health Unit,703360,2016
fully-functional,Esirulo Dispensary,central bunyore,emuhaya,emuhaya,vihiga,Esirulo Health Community Unit,703362,2016
semi-functional,Mandingo Dispensary,kipini west,garsen,garsen,tana river,Mandingo Community Health Unit,703376,2017
semi-functional,Idsowe Dispensary,garsen south,garsen,garsen,tana river,Danisa Community Health Unit,703377,2020
fully-functional,Ebukoolo Dispensary,west bunyore,emuhaya,emuhaya,vihiga,Emukolla Community Health Unit,703363,2014
fully-functional,Ebukoolo Dispensary,west bunyore,emuhaya,emuhaya,vihiga,Embali Community Health Unit,703364,2017
fully-functional,Emusire Sub County Hospital,central bunyore,emuhaya,emuhaya,vihiga,Essunza Community Health Unit,703365,2016
fully-functional,Emusire Sub County Hospital,central bunyore,emuhaya,emuhaya,vihiga,Essunza,703367,2016
semi-functional,Muhamarani Dispensary,mkunumbi,lamu west,lamu west,lamu,Muhamarani Community Unit,703336,2014
fully-functional,Inyali Dispensary,north maragoli,sabatia,sabatia,vihiga,Kivagala community unit,703368,2019
fully-functional,Inyali Dispensary,north maragoli,sabatia,sabatia,vihiga,Kivagala Community Unit,703369,2019
fully-functional,Nadanya Dispensary,lyaduywa/izava,sabatia,sabatia,vihiga,Viyalo Community Unit,703370,2019
fully-functional,Munoywa Dispensary,lyaduywa/izava,sabatia,sabatia,vihiga,Evojo comunity unit,703371,2019
fully-functional,Munoywa Dispensary,lyaduywa/izava,sabatia,sabatia,vihiga,Evojo,703372,2019
fully-functional,Ogando Dispensary,lambwe,mbita,mbita,homa bay,Ogongo B,703379,2020
semi-functional,Bargoni Nys Dispensary,hindi,lamu west,lamu west,lamu,Bargoni Community Unit,703335,2018
semi-functional,Jirwani Dispensary,shamakhokho,hamisi,hamisi,vihiga,Kalwani Community Unit,703374,2019
fully-functional,Tigoi Health Centre,jepkoyai,hamisi,hamisi,vihiga,Tigoi community unit,703375,2019
semi-functional,Kathiranga Dispensary,abothuguchi west,central imenti,imenti central,meru,Kathiranga Community Unit,703322,2020
semi-functional,Mwanika dispensary,abothuguchi west,central imenti,imenti central,meru,Mwanika Community Unit,703323,2020
semi-functional,Katheri Health Centre,abothuguchi west,central imenti,imenti central,meru,Kinjo Community Unit,703324,2020
semi-functional,Gitauga Dispensary,abothuguchi central,central imenti,imenti central,meru,Gitauga Community Unit,703325,2020
semi-functional,Kaguma Dispensary,mwangathia,central imenti,imenti central,meru,Kaguma Community Unit,703329,2020
semi-functional,Gatimbi Health Centre,abothuguchi central,central imenti,imenti central,meru,Gatimbi Community Unit,703328,2020
semi-functional,Makandune Dispensary,kiagu,central imenti,imenti central,meru,Makandune Community Unit,703330,2020
semi-functional,Kiija Dispensary,kiagu,central imenti,imenti central,meru,Kiija Community Unit,703331,2020
semi-functional,Njuthine Dispensary,mwangathia,central imenti,imenti central,meru,Njuthine Community Unit,703333,2020
semi-functional,Igane Health Centre,kiagu,central imenti,imenti central,meru,Igane Community unit,703334,2020
semi-functional,Runywene dispensary,mwangathia,central imenti,imenti central,meru,Runywene community unit,703312,2020
semi-functional,Kagoji Dispensary,abothuguchi west,central imenti,imenti central,meru,Kagoji,703302,2019
fully-functional,Gitugi Dispensary (Nyeri South),mahiga,nyeri south,nyeri south,nyeri,Gitugi community unit,703297,2018
fully-functional,Tudor District Hospital (Mombasa),tudor,mvita,mvita,mombasa,Kaa Chonjo Community Unit,703293,2016
fully-functional,Bubisa Dispensary,turbi,north horr,north horr,marsabit,BUBISA COMMUNITY UNIT 2,703292,2019
fully-functional,Kajiado County Referral Hospital,ildamat,kajiado central,kajiado central,kajiado,Olkiloriti Community Health Unit,703313,2017
fully-functional,Emotoroki Dispensary,matapato north,kajiado central,kajiado central,kajiado,Olchoro Oibor Community Health Unit,703314,2019
fully-functional,Ngatataek Health Centre,matapato north,kajiado central,kajiado central,kajiado,Ilpartimaro Community Health Unit,703315,2019
fully-functional,Namanga Health Centre,matapato south,kajiado central,kajiado central,kajiado,Karero Community Unit,703316,2019
fully-functional,Mailwa Dispensary,matapato south,kajiado central,kajiado central,kajiado,Sere Community Health Unit,703317,2019
fully-functional,Portland dispensary,matapato north,kajiado central,kajiado central,kajiado,Lenkishon Community Health Unit,703318,2019
fully-functional,Maparasha Dispensary,matapato north,kajiado central,kajiado central,kajiado,Maparasha Community Health Unit,703319,2019
fully-functional,Kumpa CMF Dispensary,matapato south,kajiado central,kajiado central,kajiado,Inkiito Community Health Unit,703320,2019
fully-functional,Ningaini Dispensary,mukurwe-ini west,mukurweini,mukurweini,nyeri,Gatura,703300,2014
fully-functional,Ningaini Dispensary,mukurwe-ini west,mukurweini,mukurweini,nyeri,Muyu,703301,2014
fully-functional,Kumpa CMF Dispensary,matapato south,kajiado central,kajiado central,kajiado,Lindi Community Health Unit,703321,2019
non-functional,Mbuni Dispensary,matungulu west,matungulu,matungulu,machakos,Nzambani Community Health Unit,703284,2019
semi-functional,Mbuni Dispensary,matungulu west,matungulu,matungulu,machakos,Kwale Community Health Unit,703283,2019
semi-functional,Kiaragana Dispensary,mukure,ndia,kirinyaga west,kirinyaga,Kanyokora Community Health Unit,703286,2016
semi-functional,Imulama Dispensary,idakho north,ikolomani,ikolomani,kakamega,Imbale Community Health Unit,703281,2018
fully-functional,Tabaita Dispensary,kaplelartet,sigowet/soin,sigowet/soin,kericho,Tabaita Community Unit,703280,2019
fully-functional,Kapsomboch Dispensary,kaplelartet,sigowet/soin,sigowet/soin,kericho,Kapsomboch Community Health Unit,703279,2019
fully-functional,Wargadud Medical Centre,wargudud,mandera south,mandera south,mandera,Wargadud Community Test Unit,703278,2019
non-functional,Biliqo Marara Dispensary,chari,isiolo north,merti,isiolo,Biliqo Marara Community Health Unit,703275,2019
non-functional,Duse Dispensary,kinna,isiolo south,garbatulla,isiolo,Duse Community Health Unit,703256,2015
semi-functional,Garbatulla District Hospital,garba tulla,isiolo south,garbatulla,isiolo,Garbatulla South Community Health Unit,703255,2012
fully-functional,Isiolo District Hospital,wabera,isiolo north,isiolo,isiolo,Tuluroba Community Health Unit,703254,2013
non-functional,Boji Dispensary,garba tulla,isiolo south,garbatulla,isiolo,Boji Community Health Unit,703253,2012
semi-functional,Sengani Dispensary,tala,matungulu,matungulu,machakos,Kyaume Community Health Unit,703242,2019
semi-functional,Chepkemel Dispensary,ngenyilel,turbo,turbo,uasin gishu,Chepkemel Community Health Unit,703213,2002
semi-functional,GK Prison Dispensary (Meru),municipality,north imenti,imenti north,meru,Mjini Health Community Health Unit,703200,2019
fully-functional,Lukolis Model Health Centre,amukura west,teso south,teso south,busia,Akites Community Health Unit,703199,2016
fully-functional,Ngelechom Community Dispensary,chakol north,teso south,teso south,busia,Aciit Community Health Unit,703198,2015
fully-functional,Alupe Sub County Referral Hospital,ang'orom,teso south,teso south,busia,Agolot Community Health Unit,703197,2016
fully-functional,Alupe Sub County Referral Hospital,ang'orom,teso south,teso south,busia,Amerikwai Community Health Unit,703196,2016
fully-functional,Obekai Dispensary,amukura central,teso south,teso south,busia,Kaliwa Community Health Unit,703195,2016
fully-functional,Awach Health Centre,kabondo west,kabondo kasipul,kabondo kasipul,homa bay,Koloo Community Health Unit,703189,2017
fully-functional,Odino Health Centre,kabondo west,kabondo kasipul,kabondo kasipul,homa bay,Lower Kakangutu West Community Health Unit,703188,2016
fully-functional,Kauma Health Centre (Rachuonyo),kabondo west,kabondo kasipul,kabondo kasipul,homa bay,Upper Kakangutu West Community Health Unit,703187,2016
fully-functional,Othoro Health Centre (Rachuonyo),kabondo east,kabondo kasipul,kabondo kasipul,homa bay,Othoro Community Health Unit,703186,2016
fully-functional,Holy Family Oriang Mission Dispensary,kabondo east,kabondo kasipul,kabondo kasipul,homa bay,Kodhoch East B Community Health Unit,703185,2016
fully-functional,Got Kamondi Dispensary,kabondo east,kabondo kasipul,kabondo kasipul,homa bay,Miriu B Community Health Unit,703184,2015
fully-functional,Othoro Health Centre (Rachuonyo),kabondo east,kabondo kasipul,kabondo kasipul,homa bay,Pala Community Health Unit,703183,2015
fully-functional,Atela Health Centre,kabondo east,kabondo kasipul,kabondo kasipul,homa bay,Kodumo East Community Health Unit,703182,2014
fully-functional,Omiro Dispensary,kokwanyo/kakelo,kabondo kasipul,kabondo kasipul,homa bay,Kakello Kamroth B Community Health Unit,703181,2015
fully-functional,Godber Health Centre,kokwanyo/kakelo,kabondo kasipul,kabondo kasipul,homa bay,Kakello Dudi B Community Health Unit,703180,2018
fully-functional,Tala Health Centre,kokwanyo/kakelo,kabondo kasipul,kabondo kasipul,homa bay,Kokwanyo East Community Health Unit,703179,2014
fully-functional,Kokwanyo Health Centre,kokwanyo/kakelo,kabondo kasipul,kabondo kasipul,homa bay,Kokwanyo West Community Health Unit,703178,2014
fully-functional,Harambee Health Centre,kojwach,kabondo kasipul,kabondo kasipul,homa bay,Kawere Community Health Unit,703177,2014
fully-functional,Kimonge Health Centre,kojwach,kabondo kasipul,kabondo kasipul,homa bay,Kojwach East Community Health Unit,703176,2014
fully-functional,Ngolo Dispensary,north karachuonyo,karachuonyo,karachuonyo,homa bay,Kokidi Community Health Unit,703175,2010
fully-functional,Nyaoga Community Dispensary,north karachuonyo,karachuonyo,karachuonyo,homa bay,Kokoth B West Community Health Unit,703174,2010
fully-functional,Homa Hills Health Centre,west karachuonyo,karachuonyo,karachuonyo,homa bay,Rabuor Community Health Unit,703173,2011
fully-functional,Homa Hills Health Centre,west karachuonyo,karachuonyo,karachuonyo,homa bay,Kanyango Community Health Unit,703172,2011
fully-functional,Homa Lime Health Centre,west karachuonyo,karachuonyo,karachuonyo,homa bay,Koguta Community Health Unit,703171,2011
fully-functional,Ndere Dispensary,west karachuonyo,karachuonyo,karachuonyo,homa bay,Kanyadenda Community Health Unit,703170,2011
fully-functional,Ndere Dispensary,west karachuonyo,karachuonyo,karachuonyo,homa bay,Kowuor Community Health Unit,703169,2011
fully-functional,Okiki Amayo Health Centre,west karachuonyo,karachuonyo,karachuonyo,homa bay,Kayoo East Community Health Unit,703167,2011
fully-functional,Okiki Amayo Health Centre,west karachuonyo,karachuonyo,karachuonyo,homa bay,Kayoo Central Community Health Unit,703166,2011
fully-functional,Alum Beach Dispensary,west karachuonyo,karachuonyo,karachuonyo,homa bay,Kayoo West Community Health Unit,703165,2011
fully-functional,Alum Beach Dispensary,west karachuonyo,karachuonyo,karachuonyo,homa bay,Kalwal Community Health Unit,703164,2011
fully-functional,Kodula Dispensary,west karachuonyo,karachuonyo,karachuonyo,homa bay,Kawiti Community Health Unit,703163,2011
fully-functional,Kodula Dispensary,west karachuonyo,karachuonyo,karachuonyo,homa bay,Kamuga Community Health Unit,703162,2011
fully-functional,Oriwo Dispensary,kibiri,karachuonyo,karachuonyo,homa bay,Kodero Community Health Unit,703161,2011
fully-functional,Wikondiek Dispensary,kanyaluo,karachuonyo,karachuonyo,homa bay,Kamenya South Community Health Unit,703160,2012
fully-functional,Chuthber Dispensary,wang'chieng,karachuonyo,karachuonyo,homa bay,Karabondi B Community Health Unit,703159,2008
fully-functional,Rakwaro Dispensary,wang'chieng,karachuonyo,karachuonyo,homa bay,Rakwaro Community Health Unit,703158,2014
fully-functional,Miriu Health Centre,wang'chieng,karachuonyo,karachuonyo,homa bay,Kamwala Community Health Unit,703157,2011
fully-functional,Miriu Health Centre,wang'chieng,karachuonyo,karachuonyo,homa bay,Weta Kamwala Community Health Unit,703156,2009
fully-functional,Obanga Health Centre,gwassi north,suba,suba south,homa bay,Kitawa Community Health Unit,703155,2009
fully-functional,Seka Health Centre,gwassi south,suba,suba south,homa bay,Lwala Upper Community Health Unit,703154,2016
fully-functional,Nyametaburo Health Centre,mokerero,kuria west,kuria west,migori,Nyang'ti Community Health Unit,703153,2015
fully-functional,Isibania Mission Health Centre,nyanmosense/komosoko,kuria west,kuria west,migori,Isibania Community Health Unit,703152,2015
fully-functional,Nyasese Dispensary,mokerero,kuria west,kuria west,migori,Nyases Community Health Unit,703151,2015
fully-functional,Isibania Sub-District Hospital,isibania,kuria west,kuria west,migori,Nyamaharaga Community Health Unit,703150,2013
fully-functional,Iraha Dispensary,nyanmosense/komosoko,kuria west,kuria west,migori,Iraha Community Health Unit,703149,2014
fully-functional,Nyabokarange Dispensary,bukira central/ikerege,kuria west,kuria west,migori,Kiomakebe Community Health Unit,703148,2009
fully-functional,Nyamekongoroto Health Centre,masaba,kuria west,kuria west,migori,Nyanchabo Community Health Unit,703147,2014
fully-functional,Muchebe Dispensary,tagare,kuria west,kuria west,migori,Muchebe Community Health Unit,703146,2017
fully-functional,Motemorabu Dispensary,nyanmosense/komosoko,kuria west,kuria west,migori,Motemorabu Community Health Unit,703145,2015
fully-functional,Ngisiru Dispensary,tagare,kuria west,kuria west,migori,Moseta Community Health Unit,703144,2012
fully-functional,KDH,bukira east,kuria west,kuria west,migori,"Kehancha ""B"" Community Health Unit",703143,2016
fully-functional,KDH,bukira east,kuria west,kuria west,migori,"Kehancha ""A"" Community Health Unit",703142,2009
fully-functional,Nyamekongoroto Health Centre,masaba,kuria west,kuria west,migori,Getong'anya Community Health Unit,703141,2015
fully-functional,Masaba Health Centre,masaba,kuria west,kuria west,migori,Masaba Community Health Unit,703140,2015
fully-functional,Kohanga Dispensary,masaba,kuria west,kuria west,migori,Nyamagagana Community Health Unit,703139,2012
fully-functional,Ong'amo Dispensary,west kasipul,kasipul,rachuonyo south,homa bay,Kamyawa B Community Health Unit,703138,2012
fully-functional,Dol Kodera Health Centre,west kasipul,kasipul,rachuonyo south,homa bay,Kamyawa A Community Health Unit,703137,2018
fully-functional,Koywech Dispensary,central kasipul,kasipul,rachuonyo south,homa bay,Kawere East Community Health Unit,703136,2012
fully-functional,Simbiri Nanbell Health Centre,central kasipul,kasipul,rachuonyo south,homa bay,Kawere West Community Health Unit,703135,2012
fully-functional,Rachuonyo District Hospital,west kamagak,kasipul,rachuonyo south,homa bay,Kokal Community Health Unit,703134,2012
fully-functional,Rachuonyo District Hospital,west kamagak,kasipul,rachuonyo south,homa bay,Kanyango Community Health Unit,703133,2016
fully-functional,Rachuonyo District Hospital,west kamagak,kasipul,rachuonyo south,homa bay,Kasimba Community Health Unit,703132,2017
fully-functional,Kijebi Dispensary,gwassi north,suba,suba south,homa bay,Nyandiwa Upper Community Health Unit,703131,2013
fully-functional,Kiembe Dispensary,gwassi north,suba,suba south,homa bay,Tonga Upper Community Health Unit,703130,2015
fully-functional,Msare Health Centre,kaksingiri west,suba,suba south,homa bay,Rangwa Central Community Health Unit,703129,2013
fully-functional,Kiwa Island Dispensary,gwassi north,suba,suba south,homa bay,Kiwa Community Health Unit,703128,2014
fully-functional,Mashuru Health Centre,imaroro,kajiado east,kajiado east,kajiado,Entepesi Community Health Unit,703127,2018
fully-functional,Mashuru Health Centre,imaroro,kajiado east,kajiado east,kajiado,Mashuuru Community Health Unit,703126,2018
fully-functional,Ngatu CDF,imaroro,kajiado east,kajiado east,kajiado,Ngatu Community Health Unit,703125,2018
fully-functional,Simba Health Centre,kenyawa-poka,kajiado east,kajiado east,kajiado,Nkama Community Health Unit,703124,2018
fully-functional,Simba Health Centre,kenyawa-poka,kajiado east,kajiado east,kajiado,Sultan Hamud Community Health Unit,703123,2018
fully-functional,Simba Health Centre,kenyawa-poka,kajiado east,kajiado east,kajiado,Sunde Community Health Unit,703122,2018
fully-functional,Emaroro Dispensary,imaroro,kajiado east,kajiado east,kajiado,Emarti Community Health Unit,703121,2018
fully-functional,Simba Health Centre,kenyawa-poka,kajiado east,kajiado east,kajiado,Masimba Community Health Unit,703120,2018
fully-functional,Osarai Dispensary,imaroro,kajiado east,kajiado east,kajiado,Osarai Community Health Unit,703119,2018
fully-functional,Simba Health Centre,kenyawa-poka,kajiado east,kajiado east,kajiado,Imbuko Community Health Unit,703118,2018
fully-functional,Osarai Dispensary,imaroro,kajiado east,kajiado east,kajiado,Ilmamen Community Health Unit,703117,2018
fully-functional,Simba Health Centre,kenyawa-poka,kajiado east,kajiado east,kajiado,Kuncu Community Health Unit,703116,2018
fully-functional,Osarai Dispensary,imaroro,kajiado east,kajiado east,kajiado,Erankau Community Health Unit,703115,2018
fully-functional,Simba Health Centre,kenyawa-poka,kajiado east,kajiado east,kajiado,Kiboko Community Health Unit,703114,2018
fully-functional,Simba Health Centre,kenyawa-poka,kajiado east,kajiado east,kajiado,Imbilin Community Health Unit,703113,2018
fully-functional,Merueshi Village Community Health Centre,kenyawa-poka,kajiado east,kajiado east,kajiado,Merrueshi Community Health Unit,703112,2018
fully-functional,Simba Health Centre,kenyawa-poka,kajiado east,kajiado east,kajiado,Emali Community Health Unit,703111,2018
fully-functional,Kitengela sub-county hospital,oloosirkon/sholinke,kajiado east,kajiado east,kajiado,Oloika Community Health Unit,703110,2018
fully-functional,Oloosirkon Dispensary,oloosirkon/sholinke,kajiado east,kajiado east,kajiado,Emakoko Community Health Unit,703109,2018
fully-functional,Oloosirkon Dispensary,oloosirkon/sholinke,kajiado east,kajiado east,kajiado,Olootepes Community Health Unit,703108,2018
fully-functional,Oloosirkon Dispensary,oloosirkon/sholinke,kajiado east,kajiado east,kajiado,Oloosirkon Community Health Unit,703107,2018
fully-functional,Kitengela sub-county hospital,oloosirkon/sholinke,kajiado east,kajiado east,kajiado,Nompopong Community Health Unit,703106,2018
fully-functional,Kitengela sub-county hospital,oloosirkon/sholinke,kajiado east,kajiado east,kajiado,Sholinke Community Health Unit,703105,2018
fully-functional,Kitengela sub-county hospital,oloosirkon/sholinke,kajiado east,kajiado east,kajiado,Nookopir Community Health Unit,703104,2018
fully-functional,Kitengela sub-county hospital,oloosirkon/sholinke,kajiado east,kajiado east,kajiado,Olootikosh Community Health Unit,703103,2018
fully-functional,Kitengela sub-county hospital,oloosirkon/sholinke,kajiado east,kajiado east,kajiado,Enkare Community Health Unit,703102,2018
fully-functional,Kitengela sub-county hospital,oloosirkon/sholinke,kajiado east,kajiado east,kajiado,Namelok Community Health Unit,703101,2018
fully-functional,Kitengela sub-county hospital,oloosirkon/sholinke,kajiado east,kajiado east,kajiado,Ilkeeklemedungi Community Health Unit,703100,2018
fully-functional,Ilpolosat Dispensary,kaputiei north,kajiado east,kajiado east,kajiado,Ilpolosat Community Health Unit,703099,2018
fully-functional,Olturoto Dispensary,kaputiei north,kajiado east,kajiado east,kajiado,Olturoto Community Health Unit,703098,2018
fully-functional,Isinya Health Centre,kaputiei north,kajiado east,kajiado east,kajiado,Oloosidan Community Health Unit,703097,2018
fully-functional,Isinya Health Centre,kaputiei north,kajiado east,kajiado east,kajiado,Kisaju Community Health Unit,703096,2018
fully-functional,Isinya Health Centre,kaputiei north,kajiado east,kajiado east,kajiado,Korompoi Community Health Unit,703095,2018
fully-functional,Isinya Health Centre,kaputiei north,kajiado east,kajiado east,kajiado,Embolioi Community Health Unit,703094,2018
fully-functional,Isinya Health Centre,kaputiei north,kajiado east,kajiado east,kajiado,Enkirgir Community Health Unit,703093,2018
fully-functional,Kisesini Dispensary,katangi,yatta,yatta,machakos,Kisesini Community Health Unit,703092,2018
fully-functional,Makila Dispensary Yatta,katangi,yatta,yatta,machakos,Syokisinga Community Health Unit,703091,2018
fully-functional,Makila Dispensary Yatta,katangi,yatta,yatta,machakos,Makila Community Health Unit,703090,2018
fully-functional,Ngumbulu Dispensary,katangi,yatta,yatta,machakos,Mekilingi Community Health Unit,703089,2018
fully-functional,Masaani Dispensary,katangi,yatta,yatta,machakos,Kyua Community Health Unit,703088,2018
fully-functional,Katangi Health Centre,katangi,yatta,yatta,machakos,Kaliani Community Health Unit,703087,2018
fully-functional,Kikesa Dispensary,ikombe,yatta,yatta,machakos,Makutano Community Health Unit,703086,2018
semi-functional,Kimoloi Dispensary,soy south,keiyo south,keiyo south,elgeyo marakwet,Kimoloi Community Health Unit,703085,2016
fully-functional,Ogande Dispensary,homa bay east,homa bay town,homa bay town,homa bay,Central Kothidha Community Health Unit,703084,2010
fully-functional,Miniambo Dispensary,homa bay arujo,homa bay town,homa bay town,homa bay,Upper Katuma Community Health Unit,703083,2016
fully-functional,Miniambo Dispensary,homa bay arujo,homa bay town,homa bay town,homa bay,Lower Katuma Community Health Unit,703082,2016
fully-functional,Koduogo Dispensary,homa bay west,homa bay town,homa bay town,homa bay,Central North Kanyabala Community Health Unit,703081,2016
fully-functional,Marindi Sub County Referral Hospital,homa bay east,homa bay town,homa bay town,homa bay,Upper Kanyach Kachar Community Health Unit,703080,2016
fully-functional,Orego Health Centre,homa bay east,homa bay town,homa bay town,homa bay,Komolo Community Health Unit,703079,2016
semi-functional,Munyu Health Centre,gatuanyaga,thika town,thika town,kiambu,Munyu Community Health Unit,703078,2018
semi-functional,Kinoo Dispensary,kinoo,kikuyu,kikuyu,kiambu,Kwa Reuben Community Health Unit,703077,2019
semi-functional,Kinoo Dispensary,kinoo,kikuyu,kikuyu,kiambu,Gaitumbi Community Health Unit,703076,2019
semi-functional,Kinoo Dispensary,kinoo,kikuyu,kikuyu,kiambu,Gitiga Community Health Unit,703075,2019
semi-functional,Kinoo Dispensary,kinoo,kikuyu,kikuyu,kiambu,Magana Community Health Unit,703074,2019
semi-functional,Kinoo Dispensary,kinoo,kikuyu,kikuyu,kiambu,Muthiga East Community Health Unit,703073,2019
semi-functional,Kinoo Dispensary,kinoo,kikuyu,kikuyu,kiambu,Kiaheho Community Health Unit,703072,2019
semi-functional,Kinoo Dispensary,kinoo,kikuyu,kikuyu,kiambu,Shauri Community Health Unit,703071,2019
semi-functional,Gikambura Health Centre,karai,kikuyu,kikuyu,kiambu,Thogoto Community Health Unit,703070,2019
